time,precipitation_sum (mm),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),soil_moisture_0_to_7cm_mean (m³/m³),slope_deg,elevation_m,soil_depth_m,geology_susceptibility,ndvi,land_use,seismic_pga (g),pore_water_pressure (kPa),distance_to_road (km),distance_to_stream (km),aspect_deg,curvature,rain_3d_sum (mm),rain_7d_sum (mm),rain_14d_sum (mm),antecedent_precip_index (mm)
11-02-2010,1.8,7.1,14.1,0.1,72.2,2.8,0.3839,29.1,2184.0,3.08,0.729,0.337,0,0.0012,17.72,0.53,0.05,6.4,-0.315,4.3,12.9,27.6,12.51
12-02-2010,1.6,5.5,11.9,1.6,58.3,2.4,0.196,37.4,2150.0,2.65,0.658,0.459,1,0.0072,9.24,0.41,1.51,126.0,-0.18,5.0,11.9,27.2,12.23
13-02-2010,4.3,3.9,7.7,-2.4,52.9,2.7,0.3238,46.4,2175.0,2.34,0.664,0.44,1,0.008,13.98,0.6,1.29,178.5,-0.377,7.7,14.6,31.3,14.7
14-02-2010,1.1,5.4,10.9,0.5,72.1,6.5,0.2546,46.8,2235.0,2.36,0.68,0.533,3,0.0202,14.06,2.28,0.96,271.0,0.257,7.0,13.7,30.8,13.59
15-02-2010,1.5,5.3,12.0,1.7,64.2,6.7,0.2153,32.4,2138.0,2.8,0.682,0.66,2,0.0011,12.29,0.84,1.0,335.5,0.014,6.9,12.8,30.2,13.05
16-02-2010,1.2,5.4,11.9,2.1,41.9,9.7,0.1553,35.0,2284.0,2.47,0.622,0.626,0,0.0585,5.67,3.17,1.18,79.5,-0.053,3.8,13.1,30.7,12.3
17-02-2010,2.0,3.9,8.3,-2.9,57.8,1.7,0.3477,23.4,2130.0,2.22,0.648,0.429,3,0.0026,18.13,0.92,2.0,170.4,-0.069,4.7,13.5,25.0,12.45
18-02-2010,2.1,5.9,13.1,-0.1,50.6,6.4,0.2157,37.7,2202.0,3.08,0.616,0.616,0,0.0068,8.23,3.19,0.37,163.9,0.169,5.3,13.8,26.7,12.68
19-02-2010,1.1,0.2,4.7,-5.6,63.7,7.1,0.1226,31.6,2206.0,2.04,0.725,0.505,1,0.0001,4.71,0.86,0.05,28.3,0.011,5.2,13.3,25.2,11.88
20-02-2010,0.7,4.4,10.8,-1.8,55.1,3.5,0.3119,39.4,2209.0,2.24,0.685,0.447,2,0.0162,16.03,3.4,0.6,231.7,0.285,3.9,9.7,24.3,10.8
21-02-2010,5.1,5.4,8.7,1.4,49.7,3.2,0.1981,49.1,2292.0,2.67,0.652,0.414,0,0.0114,13.62,2.6,1.36,153.2,-0.033,6.9,13.7,27.4,14.28
22-02-2010,0.4,5.4,10.6,-0.5,70.5,10.4,0.1969,18.9,2177.0,2.82,0.659,0.464,1,0.0132,7.46,2.52,2.4,64.7,0.097,6.2,12.6,25.4,12.54
23-02-2010,1.3,6.1,11.3,1.0,56.3,10.9,0.0608,35.0,2202.0,2.82,0.588,0.533,0,0.035,2.01,0.54,0.08,61.1,-0.629,6.8,12.7,25.8,11.96
24-02-2010,2.0,1.9,8.0,-3.9,55.7,3.8,0.1721,38.8,2267.0,2.99,0.646,0.444,3,0.0023,11.8,0.63,0.06,191.2,-0.039,3.7,12.7,26.2,12.16
25-02-2010,0.7,5.2,8.4,1.6,40.0,9.5,0.2277,15.2,2353.0,2.15,0.67,0.287,1,0.035,12.88,2.23,0.59,312.5,0.164,4.0,11.3,25.1,11.04
26-02-2010,0.7,5.3,10.8,-0.2,63.6,5.8,0.2841,33.6,2228.0,2.07,0.683,0.269,1,0.0011,17.68,14.88,0.05,351.8,0.302,3.4,10.9,24.2,10.08
27-02-2010,1.4,8.2,15.6,3.6,64.5,11.2,0.1018,37.8,2238.0,3.02,0.637,0.414,0,0.0039,3.45,1.01,1.19,139.9,-0.466,2.8,11.6,21.3,9.97
28-02-2010,1.3,8.3,14.4,3.4,70.1,9.8,0.174,28.4,2205.0,2.04,0.573,0.573,1,0.0094,5.44,3.35,1.27,344.0,-0.076,3.4,7.8,21.5,9.77
01-03-2010,2.4,8.5,13.9,4.5,57.2,2.1,0.1117,16.7,2226.0,3.11,0.689,0.328,0,0.002,3.13,0.4,0.74,255.3,0.048,5.1,9.8,22.4,10.71
02-03-2010,0.8,10.0,17.0,4.8,65.5,5.5,0.1656,41.6,2225.0,2.39,0.67,0.46,0,0.0183,5.93,0.87,0.27,281.0,0.241,4.5,9.3,22.0,9.9
03-03-2010,1.2,8.7,14.8,3.9,62.8,1.7,0.2248,29.2,2229.0,2.99,0.731,0.216,0,0.009,12.14,8.81,0.15,250.3,-0.431,4.4,8.5,21.2,9.62
04-03-2010,0.3,11.1,15.5,7.8,76.3,3.1,0.1188,27.3,2196.0,2.2,0.652,0.325,1,0.0212,7.43,1.52,0.39,119.9,0.208,2.3,8.1,19.4,8.47
05-03-2010,5.9,8.6,14.4,1.8,59.4,7.4,0.1263,24.7,2210.0,3.13,0.635,0.558,2,0.0262,5.66,1.02,0.17,357.3,0.022,7.4,13.3,24.2,13.1
06-03-2010,3.1,14.6,18.0,8.6,63.9,5.5,0.1878,23.4,2162.0,2.22,0.638,0.41,0,0.0051,11.74,1.84,0.73,331.0,0.075,9.3,15.0,26.6,14.24
07-03-2010,1.8,10.2,15.1,3.7,59.0,6.1,0.2257,27.9,2194.0,2.02,0.632,0.276,3,0.0102,14.45,0.28,1.98,332.2,0.739,10.8,15.5,23.3,13.9
08-03-2010,1.5,10.0,15.0,6.4,46.9,3.0,0.185,36.1,2209.0,1.78,0.618,0.053,0,0.0102,10.29,1.93,1.05,54.7,-0.207,6.4,14.6,24.4,13.32
09-03-2010,1.7,10.3,18.2,6.3,56.6,3.0,0.1758,32.1,2170.0,1.89,0.696,0.46,0,0.0014,13.88,1.19,0.22,132.4,0.362,5.0,15.5,24.8,13.02
10-03-2010,1.4,8.8,11.9,4.8,34.1,3.2,0.2313,24.0,2204.0,1.72,0.753,0.257,0,0.0134,11.9,0.94,0.5,165.4,0.085,4.6,15.7,24.2,12.47
11-03-2010,2.1,8.7,15.1,3.9,70.4,8.1,0.161,31.3,2252.0,3.06,0.711,0.433,1,0.0007,10.28,0.33,1.34,184.4,-0.069,5.2,17.5,25.6,12.7
12-03-2010,2.0,9.3,12.7,6.3,61.8,1.4,0.1223,37.4,2264.0,2.32,0.628,0.434,2,0.0031,5.3,0.17,3.44,106.4,0.182,5.5,13.6,26.9,12.79
13-03-2010,4.2,9.4,15.5,3.3,57.5,7.0,0.3732,43.6,2296.0,2.8,0.68,0.298,0,0.0263,20.64,0.93,0.57,158.2,0.174,8.3,14.7,29.7,15.07
14-03-2010,2.0,9.6,17.0,4.0,57.2,9.1,0.1534,38.7,2165.0,2.99,0.643,0.507,1,0.002,9.74,8.36,2.77,15.5,-0.028,8.2,14.9,30.4,14.81
15-03-2010,1.7,8.9,14.4,2.5,65.9,6.3,0.3362,16.8,2210.0,3.22,0.681,0.439,2,0.0017,19.12,0.1,0.28,261.5,0.386,7.9,15.1,29.7,14.29
16-03-2010,1.3,13.3,19.4,9.5,63.9,11.2,0.1512,20.4,2151.0,2.32,0.609,0.302,2,0.0217,3.76,0.99,0.53,250.4,0.35,5.0,14.7,30.2,13.45
17-03-2010,1.2,8.9,15.1,5.6,85.6,13.7,0.3605,45.0,2254.0,2.25,0.691,0.399,0,0.0006,21.01,3.07,1.23,283.9,-0.832,4.2,14.5,30.2,12.63
18-03-2010,3.1,8.6,12.0,4.7,41.3,7.9,0.1181,46.8,2267.0,2.73,0.639,0.285,2,0.0048,4.33,0.9,0.41,9.4,0.105,5.6,15.5,33.0,13.84
19-03-2010,2.0,6.5,14.2,2.5,70.3,4.3,0.2411,27.7,2148.0,1.35,0.649,0.613,0,0.0131,13.36,0.29,1.39,236.5,-0.329,6.3,15.5,29.1,13.76
20-03-2010,1.7,9.6,13.8,3.0,51.6,2.2,0.3194,29.8,2205.0,2.2,0.529,0.506,0,0.023,16.97,1.64,2.76,18.8,0.026,6.8,13.0,27.7,13.4
21-03-2010,0.4,8.9,16.8,4.9,48.9,7.5,0.2373,31.7,2125.0,2.97,0.613,0.303,3,0.0082,11.39,2.46,0.78,29.4,0.046,4.1,11.4,26.3,11.79
22-03-2010,0.7,4.2,11.9,-2.2,55.5,17.5,0.2495,48.5,2207.0,2.21,0.641,0.565,0,0.0154,11.27,0.8,1.41,187.0,-0.153,2.8,10.4,25.5,10.72
23-03-2010,2.3,9.5,16.9,5.5,63.2,4.9,0.2706,31.4,2197.0,3.78,0.665,0.31,2,0.0048,10.56,3.15,0.86,228.4,0.06,3.4,11.4,26.1,11.41
24-03-2010,1.3,12.6,18.3,9.0,69.8,8.0,0.1732,28.8,2158.0,2.67,0.753,0.272,0,0.0214,10.09,1.08,4.14,240.5,0.002,4.3,11.5,26.0,11.0
25-03-2010,0.7,10.9,16.0,7.3,60.3,4.0,0.2464,34.6,2216.0,2.36,0.667,0.365,2,0.0078,11.92,3.45,0.61,128.8,-0.587,4.3,9.1,24.6,10.05
26-03-2010,4.2,10.0,13.9,4.2,54.3,3.6,0.3292,29.4,2267.0,3.11,0.7,0.348,1,0.0387,18.46,0.79,1.16,25.1,-0.237,6.2,11.3,26.8,12.74
27-03-2010,2.2,9.5,16.7,5.4,73.8,10.0,0.12,26.6,2232.0,2.57,0.668,0.459,2,0.0109,7.21,1.64,0.12,160.9,0.195,7.1,11.8,24.8,13.03
28-03-2010,3.8,9.8,14.7,2.9,58.1,2.2,0.2266,33.5,2241.0,2.33,0.676,0.369,2,0.0163,14.25,0.66,2.06,40.5,-0.158,10.2,15.2,26.6,14.88
29-03-2010,2.4,13.7,17.9,10.7,41.1,3.9,0.1157,23.5,2254.0,3.18,0.645,0.38,2,0.0004,5.04,3.56,0.91,41.4,0.011,8.4,16.9,27.3,15.04
30-03-2010,3.5,11.0,16.9,5.9,41.9,2.8,0.2409,43.0,2199.0,2.88,0.731,0.558,1,0.0121,11.16,0.97,0.67,234.8,0.009,9.7,18.1,29.5,16.29
31-03-2010,2.0,11.1,16.6,5.6,58.9,4.3,0.1511,31.7,2185.0,2.22,0.58,0.39,1,0.0033,7.75,0.1,0.25,13.2,0.002,7.9,18.8,30.3,15.84
01-04-2010,1.0,14.9,20.8,9.8,63.8,4.3,0.2171,26.0,2190.0,2.18,0.704,0.403,1,0.0121,10.36,1.0,0.55,148.0,-0.196,6.5,19.1,28.2,14.47
02-04-2010,1.5,16.8,21.3,10.5,61.4,3.0,0.1785,24.9,2098.0,2.21,0.639,0.282,2,0.0007,10.4,2.21,1.14,130.3,-0.05,4.5,16.4,27.7,13.8
03-04-2010,1.2,16.0,23.6,10.5,63.8,7.9,0.1085,32.9,2204.0,2.42,0.644,0.174,1,0.0004,1.87,2.61,1.06,304.4,0.22,3.7,15.4,27.2,12.93
04-04-2010,0.8,18.7,23.1,14.5,57.3,12.9,0.2231,34.1,2199.0,2.82,0.69,0.19,0,0.0092,9.42,0.37,0.56,51.3,0.445,3.5,12.4,27.6,11.79
05-04-2010,1.0,17.2,20.3,11.6,45.9,11.3,0.0653,25.6,2254.0,3.15,0.588,0.329,3,0.0061,3.47,0.1,0.7,347.0,-0.344,3.0,11.0,27.9,11.02
06-04-2010,0.9,15.8,20.7,12.2,42.0,3.7,0.2558,29.3,2265.0,2.65,0.645,0.454,0,0.0042,13.43,1.56,1.44,300.1,-0.354,2.7,8.4,26.5,10.27
07-04-2010,0.2,15.2,19.2,12.0,47.4,2.3,0.05,38.0,2152.0,2.6,0.754,0.29,1,0.0051,3.14,1.69,0.97,72.5,0.27,2.1,6.6,25.4,8.93
08-04-2010,0.9,15.8,21.5,11.9,62.7,15.5,0.2246,28.9,2219.0,2.36,0.681,0.356,3,0.0016,11.47,3.98,0.89,135.1,0.117,2.0,6.5,25.6,8.49
09-04-2010,0.6,15.0,19.9,10.0,87.2,4.0,0.1956,34.3,2232.0,2.76,0.678,0.411,0,0.0012,12.29,4.47,0.06,318.0,-0.061,1.7,5.6,22.0,7.82
10-04-2010,1.9,11.6,19.2,8.5,79.6,4.1,0.1382,35.3,2157.0,1.95,0.619,0.503,0,0.0316,6.41,0.1,1.34,300.3,0.257,3.4,6.3,21.7,8.54
11-04-2010,0.8,16.6,23.4,11.0,65.8,7.0,0.1979,24.9,2198.0,2.2,0.616,0.383,0,0.0012,10.2,0.71,0.08,180.2,0.183,3.3,6.3,18.7,8.06
12-04-2010,2.0,17.4,20.8,12.8,50.0,2.6,0.2664,30.4,2193.0,1.7,0.682,0.251,3,0.0093,12.21,4.39,0.7,161.8,0.101,4.7,7.3,18.3,8.85
13-04-2010,3.8,17.9,24.3,13.9,68.4,7.5,0.2848,54.1,2226.0,2.3,0.649,0.188,0,0.0014,14.13,0.65,1.23,22.6,0.005,6.6,10.2,18.6,11.32
14-04-2010,2.2,14.7,18.2,10.3,67.3,3.3,0.221,33.5,2249.0,2.45,0.67,0.388,0,0.0116,14.85,2.43,0.05,60.1,-0.398,8.0,12.2,18.8,11.83
15-04-2010,2.4,17.9,24.7,11.1,49.4,10.3,0.2493,41.6,2199.0,2.32,0.65,0.472,0,0.0061,10.38,0.11,1.46,149.9,-0.425,8.4,13.7,20.2,12.45
16-04-2010,1.6,16.5,22.8,11.6,57.3,6.6,0.0757,38.5,2225.0,2.14,0.607,0.535,1,0.005,4.65,0.68,0.46,20.9,-0.044,6.2,14.7,20.3,12.18
17-04-2010,1.3,14.5,21.7,11.4,44.7,1.8,0.1817,24.0,2078.0,2.42,0.771,0.494,0,0.0062,13.51,0.75,1.49,278.3,0.065,5.3,14.1,20.4,11.66
18-04-2010,1.7,16.0,19.1,9.9,57.6,5.8,0.2081,44.4,2144.0,1.91,0.658,0.406,2,0.0002,12.26,1.22,0.51,109.0,0.203,4.6,15.0,21.3,11.61
19-04-2010,1.2,13.5,18.9,10.3,65.4,5.2,0.0992,27.1,2187.0,2.37,0.714,0.467,1,0.0016,2.72,2.24,0.3,124.3,0.473,4.2,14.2,21.5,11.07
20-04-2010,1.1,16.7,24.2,10.9,49.1,4.4,0.0714,33.5,2307.0,2.5,0.64,0.357,2,0.0062,2.77,0.36,0.59,75.3,-0.025,4.0,11.5,21.7,10.51
21-04-2010,0.9,16.9,20.9,10.1,60.5,6.4,0.3619,21.1,2215.0,2.24,0.671,0.402,2,0.0018,16.44,2.05,1.1,58.6,0.249,3.2,10.2,22.4,9.83
22-04-2010,3.2,16.5,19.6,13.5,66.2,4.2,0.1,36.8,2250.0,2.32,0.626,0.432,0,0.0003,4.37,0.68,0.51,331.0,0.102,5.2,11.0,24.7,11.56
23-04-2010,0.8,18.0,24.8,11.3,61.0,7.6,0.1452,38.3,2107.0,2.86,0.589,0.488,0,0.025,4.45,0.1,0.05,63.1,0.01,4.9,10.2,24.9,10.62
24-04-2010,0.9,17.0,22.9,12.3,65.5,23.7,0.1281,21.4,2197.0,2.87,0.644,0.581,1,0.0023,5.57,3.86,0.23,25.6,-0.308,4.9,9.8,23.9,9.93
25-04-2010,1.5,17.9,24.8,12.3,49.3,0.8,0.2256,37.5,2078.0,2.21,0.599,0.276,0,0.0131,10.23,0.51,1.09,267.1,-0.076,3.2,9.6,24.6,9.94
26-04-2010,2.6,17.8,24.9,14.1,50.2,8.7,0.1799,43.7,2120.0,2.26,0.661,0.616,0,0.0152,10.54,6.08,0.05,95.5,-0.477,5.0,11.0,25.2,11.05
27-04-2010,2.2,15.4,21.0,10.4,62.5,7.7,0.1853,40.7,2256.0,2.83,0.646,0.53,3,0.0032,11.77,0.43,0.42,120.8,0.317,6.3,12.1,23.6,11.59
28-04-2010,2.4,16.0,20.9,12.3,66.7,8.2,0.2679,31.5,2229.0,2.81,0.6,0.423,3,0.0005,16.75,2.53,1.99,64.5,0.073,7.2,13.6,23.8,12.25
29-04-2010,3.0,15.3,19.8,8.8,51.4,10.3,0.2494,40.9,2303.0,2.53,0.618,0.28,0,0.0097,11.17,2.64,0.52,24.6,-0.211,7.6,13.4,24.4,13.41
30-04-2010,2.3,14.3,17.6,9.8,72.4,5.6,0.2401,22.5,2232.0,3.11,0.625,0.365,0,0.0057,11.64,0.14,0.73,64.6,0.454,7.7,14.9,25.1,13.7
01-05-2010,1.0,17.2,22.2,13.1,50.7,4.7,0.084,39.6,2142.0,2.54,0.67,0.39,0,0.0091,4.87,2.09,0.31,5.4,0.357,6.3,15.0,24.8,12.65
02-05-2010,3.3,18.3,24.3,11.8,50.8,7.5,0.2272,45.3,2242.0,2.15,0.735,0.405,0,0.006,11.84,1.02,1.83,67.9,-0.259,6.6,16.8,26.4,14.05
03-05-2010,1.5,19.8,24.1,15.1,68.3,15.3,0.3105,38.5,2157.0,2.64,0.678,0.316,0,0.0006,14.23,2.64,0.93,242.2,0.122,5.8,15.7,26.7,13.44
04-05-2010,2.3,20.1,24.1,14.6,67.4,9.2,0.271,30.5,2175.0,2.56,0.688,0.194,0,0.0226,14.81,3.1,0.61,226.9,0.249,7.1,15.8,27.9,13.73
05-05-2010,0.7,23.0,30.7,19.7,52.3,3.2,0.2688,26.5,2206.0,2.82,0.649,0.43,0,0.0106,12.9,0.35,0.17,25.4,0.163,4.5,14.1,27.7,12.37
06-05-2010,0.7,20.9,24.5,16.7,69.7,1.9,0.134,14.8,2233.0,2.92,0.627,0.32,3,0.0305,8.92,0.88,0.7,338.8,0.319,3.7,11.8,25.2,11.21
07-05-2010,0.1,20.6,27.0,14.2,56.9,6.8,0.2485,23.2,2224.0,2.1,0.677,0.276,0,0.1956,13.94,2.64,0.72,58.1,-0.213,1.5,9.6,24.5,9.63
08-05-2010,0.5,20.2,26.2,16.2,44.7,4.5,0.1526,40.2,2310.0,1.87,0.556,0.625,2,0.0019,8.56,1.06,2.04,227.3,-0.304,1.3,9.1,24.1,8.69
09-05-2010,1.8,19.5,23.2,13.7,52.1,3.4,0.0972,32.3,2134.0,2.38,0.647,0.714,1,0.0117,3.18,0.1,1.29,192.8,0.112,2.4,7.6,24.4,9.18
10-05-2010,2.2,16.9,23.9,12.1,58.1,6.4,0.1762,25.6,2203.0,2.99,0.627,0.395,0,0.021,9.59,1.56,3.44,24.0,-0.182,4.5,8.3,24.0,10.01
11-05-2010,2.0,19.6,27.6,14.4,73.5,1.9,0.1449,27.0,2197.0,2.26,0.54,0.508,2,0.0001,10.39,2.17,0.66,1.9,0.18,6.0,8.0,23.8,10.5
12-05-2010,2.7,22.1,28.9,15.9,64.1,1.7,0.2046,43.2,2241.0,2.32,0.626,0.436,3,0.0142,11.97,2.12,2.2,208.4,-0.31,6.9,10.0,24.1,11.63
13-05-2010,2.2,18.5,22.5,14.2,69.3,2.6,0.145,32.1,2251.0,2.14,0.726,0.461,2,0.0032,9.97,0.61,2.8,229.1,-0.353,6.9,11.5,23.3,12.08
14-05-2010,0.8,18.5,24.5,14.4,67.0,10.2,0.243,26.4,2235.0,2.6,0.623,0.279,0,0.003,8.46,4.23,0.28,200.6,0.029,5.7,12.2,21.8,11.07
