time,precipitation_sum (mm),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),soil_moisture_0_to_7cm_mean (m³/m³),slope_deg,elevation_m,soil_depth_m,geology_susceptibility,ndvi,land_use,seismic_pga (g),pore_water_pressure (kPa),distance_to_road (km),distance_to_stream (km),aspect_deg,curvature,rain_3d_sum (mm),rain_7d_sum (mm),rain_14d_sum (mm),antecedent_precip_index (mm)
13-01-2010,0.4,16.4,21.4,13.3,72.6,6.6,0.3364,32.2,1601.0,1.87,0.774,0.393,1,0.0013,19.27,0.1,0.29,189.2,0.043,1.1,2.1,4.6,2.08
14-01-2010,0.0,16.8,22.0,11.1,45.0,9.8,0.3033,13.9,1437.0,3.3,0.705,0.546,1,0.0028,14.22,0.37,0.37,322.3,0.163,0.6,1.7,4.6,1.77
15-01-2010,0.2,16.3,23.4,11.0,52.7,10.6,0.2382,34.3,1500.0,2.75,0.665,0.285,1,0.0031,12.87,0.63,4.25,199.8,0.027,0.6,1.7,4.8,1.7
16-01-2010,0.5,16.2,21.3,11.9,55.1,2.6,0.1489,29.1,1593.0,2.45,0.792,0.55,1,0.0078,8.69,9.28,3.33,89.5,-0.478,0.7,1.9,5.3,1.95
17-01-2010,1.0,16.4,24.2,11.0,51.4,3.5,0.0987,27.7,1540.0,2.1,0.754,0.521,2,0.0019,6.94,3.19,0.21,180.9,0.05,1.7,2.8,5.8,2.65
18-01-2010,0.0,17.8,23.4,12.6,51.4,8.9,0.1878,32.4,1561.0,2.73,0.692,0.369,1,0.0082,12.32,0.91,1.18,123.3,0.408,1.5,2.3,5.6,2.26
19-01-2010,0.2,15.5,20.4,11.3,77.3,1.2,0.2585,35.0,1566.0,2.65,0.646,0.456,0,0.0029,10.03,0.57,0.08,357.5,0.488,1.2,2.3,5.1,2.12
20-01-2010,0.2,16.9,20.0,11.3,54.7,6.5,0.2679,28.9,1597.0,2.74,0.682,0.423,0,0.0024,11.97,0.18,0.39,62.9,0.032,0.4,2.1,4.2,2.0
21-01-2010,0.3,17.9,24.0,13.0,65.7,7.0,0.2919,16.8,1425.0,2.3,0.678,0.275,0,0.006,18.8,0.42,0.06,69.0,-0.224,0.7,2.4,4.1,2.0
22-01-2010,0.4,16.7,23.3,10.4,62.1,5.6,0.2869,30.7,1608.0,2.44,0.731,0.338,1,0.0057,13.67,1.26,1.43,55.3,0.001,0.9,2.6,4.3,2.1
23-01-2010,0.4,17.2,22.5,12.0,54.1,13.8,0.1117,28.8,1565.0,2.6,0.713,0.47,0,0.0009,4.66,0.1,0.28,261.0,-0.293,1.1,2.5,4.4,2.18
24-01-2010,0.7,18.7,24.0,15.7,53.2,6.8,0.1724,30.3,1530.0,3.06,0.646,0.517,1,0.0007,4.97,0.9,0.3,50.3,0.369,1.5,2.2,5.0,2.56
25-01-2010,0.8,17.4,23.3,12.3,44.7,1.9,0.161,22.9,1629.0,2.96,0.715,0.421,1,0.0039,7.37,0.2,0.06,278.8,0.029,1.9,3.0,5.3,2.97
26-01-2010,0.4,15.5,19.0,11.3,74.8,0.9,0.3391,23.3,1623.0,3.39,0.69,0.267,1,0.0012,18.57,3.02,0.56,20.1,-0.018,1.9,3.2,5.5,2.93
27-01-2010,0.4,17.1,22.7,10.8,81.3,6.4,0.2635,28.4,1612.0,2.31,0.67,0.545,1,0.0029,15.26,0.64,1.27,84.9,-0.388,1.6,3.4,5.5,2.89
28-01-2010,0.4,17.5,24.0,11.0,65.0,0.8,0.1794,34.8,1569.0,3.52,0.662,0.253,0,0.0036,10.37,2.9,0.4,158.9,-0.063,1.2,3.5,5.9,2.86
29-01-2010,0.5,17.2,25.1,10.2,52.8,4.7,0.2122,29.2,1568.0,3.08,0.689,0.356,1,0.0007,11.3,0.72,0.16,280.1,0.078,1.3,3.6,6.2,2.93
30-01-2010,1.1,15.7,21.1,11.5,69.9,14.0,0.2062,33.2,1533.0,2.87,0.735,0.398,1,0.0016,12.0,4.53,0.27,268.8,0.367,2.0,4.3,6.8,3.59
31-01-2010,0.6,17.1,22.3,13.6,64.0,5.5,0.2916,32.4,1549.0,3.19,0.696,0.398,1,0.004,13.93,4.8,0.36,43.9,0.036,2.2,4.2,6.4,3.65
01-02-2010,1.1,16.7,20.5,11.0,64.7,2.6,0.2323,34.1,1475.0,3.24,0.792,0.216,1,0.0093,14.3,0.92,0.55,152.6,0.299,2.8,4.5,7.5,4.2
02-02-2010,1.7,15.7,23.7,11.5,42.1,6.5,0.3611,19.3,1515.0,3.13,0.624,0.289,1,0.008,18.14,0.28,0.25,11.1,-0.083,3.4,5.8,9.0,5.27
03-02-2010,1.0,19.0,24.7,15.8,63.1,11.9,0.1268,28.6,1519.0,2.66,0.659,0.347,0,0.0013,6.77,0.1,0.39,64.3,0.158,3.8,6.4,9.8,5.48
04-02-2010,0.5,17.1,24.0,10.8,58.6,3.5,0.0557,34.3,1471.0,2.86,0.817,0.498,3,0.0032,4.01,2.68,0.71,297.2,-0.112,3.2,6.5,10.0,5.16
05-02-2010,0.2,17.8,21.0,13.3,73.8,1.8,0.1533,22.2,1447.0,3.2,0.783,0.539,3,0.0025,8.15,3.43,0.26,17.9,-0.508,1.7,6.2,9.8,4.59
06-02-2010,1.8,17.9,25.4,12.7,59.5,4.3,0.2544,21.3,1538.0,3.57,0.714,0.617,1,0.0004,14.09,0.29,0.8,239.4,-0.584,2.5,6.9,11.2,5.7
07-02-2010,0.4,15.8,19.7,10.9,58.4,8.7,0.1791,36.2,1576.0,3.12,0.753,0.445,1,0.0084,9.14,2.29,0.21,148.4,0.115,2.4,6.7,10.9,5.24
08-02-2010,2.1,17.9,23.6,11.7,65.5,10.4,0.1695,31.4,1489.0,2.86,0.608,0.295,1,0.0082,11.24,1.51,2.68,300.8,0.008,4.3,7.7,12.2,6.56
09-02-2010,1.4,17.9,25.7,14.1,65.1,6.0,0.2787,26.3,1490.0,2.98,0.668,0.258,2,0.0011,14.44,1.91,0.78,274.1,0.359,3.9,7.4,13.2,6.97
10-02-2010,1.4,18.0,24.7,13.7,50.2,6.1,0.05,31.9,1518.0,2.76,0.709,0.486,0,0.0079,0.0,0.89,0.18,19.9,0.519,4.9,7.8,14.2,7.33
11-02-2010,0.7,16.5,24.4,10.7,51.4,2.1,0.1667,30.7,1466.0,2.43,0.664,0.471,1,0.0041,8.21,7.57,0.74,306.6,-0.04,3.5,8.0,14.5,6.93
12-02-2010,3.1,16.9,24.3,12.7,54.8,8.0,0.2206,23.8,1508.0,3.26,0.7,0.274,1,0.0063,9.64,0.51,2.33,188.1,-0.01,5.2,10.9,17.1,8.99
13-02-2010,1.4,18.7,22.7,14.1,38.5,4.8,0.2462,20.0,1494.0,3.3,0.665,0.431,1,0.0017,15.34,2.81,2.88,31.4,-0.074,5.2,10.5,17.4,9.04
14-02-2010,1.0,17.7,22.7,10.8,54.3,7.7,0.2944,43.2,1665.0,2.92,0.666,0.45,2,0.0134,13.76,0.48,0.72,264.7,0.162,5.5,11.1,17.8,8.68
15-02-2010,0.1,16.8,23.4,11.2,69.9,3.3,0.1513,22.2,1556.0,2.74,0.681,0.383,0,0.0017,5.9,2.26,0.05,122.9,0.261,2.5,9.1,16.8,7.48
16-02-2010,0.6,17.0,24.2,10.5,55.0,4.9,0.3255,38.2,1561.0,2.84,0.791,0.656,2,0.003,15.7,3.83,0.34,329.6,-0.644,1.7,8.3,15.7,6.96
17-02-2010,1.3,16.1,23.0,9.2,64.9,4.5,0.2092,35.2,1534.0,2.21,0.68,0.488,0,0.0009,12.54,3.9,0.33,228.2,-0.114,2.0,8.2,16.0,7.22
18-02-2010,0.8,18.9,23.3,13.5,63.5,5.7,0.2565,39.9,1604.0,3.39,0.742,0.664,1,0.0009,13.31,4.49,0.27,229.5,0.041,2.7,8.3,16.3,6.93
19-02-2010,4.3,17.2,25.1,10.6,68.1,2.9,0.1132,23.4,1588.0,3.48,0.764,0.639,0,0.0008,9.13,1.34,0.76,62.5,-0.174,6.4,9.5,20.4,10.19
20-02-2010,1.0,18.1,23.4,11.3,61.0,4.9,0.2279,20.5,1563.0,3.63,0.665,0.344,0,0.1131,9.89,0.47,2.81,300.4,-0.267,6.1,9.1,19.6,9.66
21-02-2010,0.8,19.4,23.5,13.9,54.5,6.4,0.05,30.7,1570.0,2.3,0.64,0.383,0,0.0092,1.55,1.74,1.04,220.3,0.38,6.1,8.9,20.0,9.01
22-02-2010,1.2,18.0,21.1,12.1,47.8,4.0,0.1587,30.9,1559.0,2.55,0.711,0.543,0,0.0043,8.28,0.34,0.92,340.1,0.258,3.0,10.0,19.1,8.86
23-02-2010,0.2,17.1,24.1,13.8,52.0,6.1,0.05,19.4,1523.0,2.73,0.685,0.627,0,0.0191,0.0,2.12,0.31,215.8,0.348,2.2,9.6,17.9,7.73
24-02-2010,0.8,17.7,22.6,13.6,45.2,2.2,0.1473,34.8,1549.0,3.54,0.619,0.292,0,0.0012,8.2,2.18,0.62,134.4,0.367,2.2,9.1,17.3,7.37
25-02-2010,0.8,17.1,20.2,12.5,70.6,0.3,0.1667,28.2,1590.0,2.75,0.756,0.515,3,0.0065,7.32,5.62,1.37,220.5,0.678,1.8,9.1,17.4,7.07
26-02-2010,1.0,16.7,21.7,11.4,69.4,2.2,0.1498,28.7,1580.0,2.83,0.586,0.246,3,0.001,11.67,1.64,0.11,170.6,-0.029,2.6,5.8,15.3,7.01
27-02-2010,0.5,17.9,24.6,12.9,48.2,0.3,0.2469,42.3,1531.0,2.89,0.651,0.241,1,0.0021,13.23,0.15,1.15,78.1,-0.108,2.3,5.3,14.4,6.46
28-02-2010,0.4,19.4,26.7,15.7,78.4,12.9,0.228,30.0,1537.0,3.75,0.658,0.361,0,0.0042,9.8,0.89,1.19,90.6,-0.34,1.9,4.9,13.8,5.89
01-03-2010,1.7,18.6,25.3,15.2,67.7,11.1,0.241,27.7,1533.0,2.97,0.673,0.32,1,0.0004,14.51,5.15,0.62,20.7,0.181,2.6,5.4,15.4,6.7
02-03-2010,2.0,18.5,22.0,14.3,48.9,0.8,0.0667,39.6,1646.0,3.25,0.692,0.404,0,0.0139,4.11,1.16,2.11,55.5,-0.37,4.1,7.2,16.8,7.7
03-03-2010,2.9,20.6,25.8,15.3,43.3,2.7,0.2713,28.7,1518.0,3.4,0.751,0.442,0,0.0005,11.76,0.1,0.42,230.3,-0.08,6.6,9.3,18.4,9.44
04-03-2010,3.7,20.0,24.5,16.3,63.3,2.9,0.3269,36.8,1550.0,3.36,0.73,0.699,0,0.0028,19.49,1.94,1.18,53.6,0.057,8.6,12.2,21.3,11.73
05-03-2010,1.9,20.7,27.7,16.0,43.5,2.0,0.0632,19.2,1503.0,2.69,0.701,0.456,0,0.0011,4.56,1.08,1.57,52.0,-0.037,8.5,13.1,18.9,11.87
06-03-2010,0.9,19.2,22.3,13.1,63.0,1.2,0.05,29.2,1545.0,3.24,0.643,0.443,2,0.0077,3.4,0.18,0.3,191.8,0.424,6.5,13.5,18.8,10.99
07-03-2010,0.7,19.8,25.4,15.5,64.5,3.4,0.2314,24.5,1538.0,3.62,0.744,0.502,0,0.0064,9.39,0.48,0.05,189.3,0.093,3.5,13.8,18.7,10.04
08-03-2010,0.4,18.6,22.2,12.5,66.4,9.9,0.1757,19.0,1487.0,3.05,0.647,0.508,1,0.0003,9.51,0.12,0.29,90.3,0.438,2.0,12.5,17.9,8.93
09-03-2010,4.6,19.1,25.5,13.4,38.8,7.8,0.2583,29.5,1429.0,2.52,0.791,0.393,1,0.0019,12.55,1.46,0.33,86.1,0.135,5.7,15.1,22.3,12.19
10-03-2010,4.7,19.2,24.7,13.8,59.0,6.8,0.3135,45.0,1546.0,3.21,0.664,0.515,0,0.0179,16.82,1.91,2.83,194.4,0.424,9.7,16.9,26.2,15.06
11-03-2010,0.6,21.0,26.2,16.3,60.6,11.5,0.0972,31.5,1590.0,3.38,0.673,0.382,1,0.0004,4.29,2.84,1.23,279.2,-0.148,9.9,13.8,26.0,13.41
12-03-2010,0.6,19.2,26.8,15.5,61.7,1.4,0.2336,15.7,1613.0,2.67,0.765,0.565,1,0.002,12.68,0.16,0.1,88.9,0.073,5.9,12.5,25.6,11.99
13-03-2010,0.2,20.8,27.6,17.7,54.4,4.4,0.1961,30.3,1543.0,2.58,0.747,0.228,1,0.0006,7.25,2.03,0.6,35.4,-0.372,1.4,11.8,25.3,10.4
14-03-2010,0.8,19.9,26.4,16.7,48.6,7.5,0.2826,23.2,1489.0,2.98,0.693,0.507,0,0.0079,13.82,1.43,0.52,117.6,0.151,1.6,11.9,25.7,9.64
15-03-2010,3.9,19.1,23.3,13.4,56.8,11.3,0.3166,25.8,1503.0,2.34,0.797,0.221,1,0.002,17.08,1.77,5.97,213.0,0.064,4.9,15.4,27.9,12.09
16-03-2010,2.5,21.1,27.2,17.8,62.6,4.8,0.1634,22.9,1594.0,3.1,0.714,0.479,1,0.0014,9.4,0.42,1.44,316.6,-0.036,7.2,13.3,28.4,12.78
17-03-2010,1.3,21.4,28.0,16.6,70.1,4.0,0.2047,39.6,1558.0,3.28,0.612,0.404,1,0.0143,9.93,0.23,1.98,131.5,-0.16,7.7,9.9,26.8,12.16
18-03-2010,3.7,21.1,26.2,16.6,58.3,8.3,0.1453,33.1,1486.0,2.83,0.709,0.257,0,0.0146,9.27,0.1,0.42,266.2,-0.674,7.5,13.0,26.8,14.04
19-03-2010,0.8,19.7,26.3,12.8,61.0,3.1,0.2121,27.9,1532.0,2.49,0.713,0.543,1,0.0074,9.24,0.96,0.71,262.0,0.109,5.8,13.2,25.7,12.73
20-03-2010,2.3,20.0,23.9,16.2,65.4,0.4,0.2323,33.2,1576.0,2.69,0.788,0.487,3,0.0014,10.39,4.79,0.58,74.6,0.201,6.8,15.3,27.1,13.12
21-03-2010,2.9,19.1,23.3,12.4,71.4,0.8,0.1462,41.9,1507.0,2.99,0.689,0.485,1,0.0028,5.15,0.61,1.4,122.9,-0.111,6.0,17.4,29.3,14.05
22-03-2010,0.5,19.3,25.2,13.1,64.4,2.1,0.2356,41.3,1548.0,3.35,0.648,0.151,1,0.0036,12.33,2.38,0.66,204.7,-0.058,5.7,14.0,29.4,12.45
23-03-2010,1.3,19.8,26.7,14.6,72.5,0.6,0.05,34.0,1535.0,3.34,0.636,0.52,1,0.0188,2.04,1.87,0.09,58.2,-0.059,4.7,12.8,26.1,11.88
24-03-2010,2.4,18.8,25.5,14.9,57.6,6.4,0.1165,27.1,1554.0,2.97,0.691,0.568,1,0.2129,6.94,0.24,1.68,291.5,0.037,4.2,13.9,23.8,12.5
25-03-2010,0.4,18.3,23.1,13.0,86.8,7.3,0.112,35.3,1538.0,2.45,0.785,0.334,1,0.0059,8.81,0.1,1.75,208.5,-0.216,4.1,10.6,23.6,11.02
26-03-2010,1.6,21.0,26.5,14.4,51.5,1.8,0.1639,24.3,1458.0,3.07,0.677,0.24,1,0.0001,7.78,1.71,0.14,246.4,0.073,4.4,11.4,24.6,10.97
27-03-2010,0.9,19.3,23.9,13.0,52.2,10.7,0.2017,27.0,1548.0,3.12,0.624,0.549,3,0.0229,10.8,0.14,0.64,351.9,-0.182,2.9,10.0,25.3,10.22
28-03-2010,0.5,20.1,23.7,16.7,69.7,3.6,0.3294,40.4,1570.0,3.27,0.623,0.416,0,0.0038,14.52,0.7,2.35,266.9,0.258,3.0,7.6,25.0,9.19
29-03-2010,3.8,19.1,23.9,15.5,65.4,0.8,0.2079,31.0,1580.0,2.72,0.654,0.367,1,0.0039,10.8,1.14,5.27,271.9,-0.095,5.2,10.9,24.9,11.61
30-03-2010,1.9,19.9,27.1,13.0,64.7,6.9,0.2401,25.2,1543.0,2.5,0.685,0.312,0,0.009,13.38,2.06,0.08,113.9,-0.103,6.2,11.5,24.3,11.77
31-03-2010,0.7,20.4,27.3,13.7,51.5,1.3,0.1734,38.5,1545.0,2.66,0.715,0.438,1,0.0071,9.3,0.13,0.2,264.1,-0.305,6.4,9.8,23.7,10.7
01-04-2010,4.2,19.7,26.7,13.3,48.2,2.0,0.2877,28.4,1493.0,3.51,0.705,0.277,1,0.0003,16.45,2.05,0.2,218.6,-0.115,6.8,13.6,24.2,13.3
02-04-2010,2.7,22.8,29.3,16.2,64.4,8.5,0.3083,32.8,1542.0,3.54,0.721,0.354,1,0.0074,16.92,1.01,0.65,343.6,0.125,7.6,14.7,26.1,14.0
03-04-2010,5.3,21.9,28.4,17.3,44.8,4.1,0.3485,16.8,1520.0,2.41,0.675,0.71,1,0.0017,19.18,0.61,0.4,216.3,0.227,12.2,19.1,29.1,17.2
04-04-2010,7.1,22.1,29.6,16.6,63.2,9.9,0.1799,24.3,1573.0,2.92,0.66,0.357,1,0.0032,9.32,0.1,0.17,115.5,0.045,15.1,25.7,33.3,21.72
05-04-2010,7.6,20.8,26.1,15.2,72.2,1.4,0.0593,24.1,1538.0,2.93,0.672,0.178,3,0.0147,5.0,4.78,0.7,354.3,-0.281,20.0,29.5,40.4,26.06
06-04-2010,5.2,20.0,27.0,13.3,58.9,2.8,0.185,23.7,1587.0,3.1,0.672,0.346,0,0.0038,9.4,0.12,0.68,292.5,-0.059,19.9,32.8,44.3,27.35
07-04-2010,2.0,21.4,26.2,18.1,69.5,3.8,0.05,27.1,1553.0,3.52,0.628,0.161,3,0.0015,2.95,0.1,2.35,226.0,0.352,14.8,34.1,43.9,25.25
08-04-2010,6.8,20.2,25.2,15.8,55.4,6.2,0.281,21.4,1608.0,2.41,0.613,0.315,1,0.0198,11.9,7.46,1.29,181.0,0.499,14.0,36.7,50.3,28.26
09-04-2010,2.7,21.3,26.9,15.5,57.1,3.3,0.1706,25.5,1482.0,2.74,0.725,0.335,1,0.0063,9.5,2.09,1.47,345.4,0.034,11.5,36.7,51.4,26.72
10-04-2010,7.4,21.7,27.1,14.9,59.0,2.3,0.2363,34.9,1499.0,3.28,0.702,0.422,0,0.0217,15.85,0.18,1.67,253.7,0.158,16.9,38.8,57.9,30.12
11-04-2010,2.5,20.7,28.3,16.0,40.8,12.5,0.2249,35.1,1625.0,2.95,0.795,0.254,1,0.001,10.22,0.1,1.76,10.2,-0.287,12.6,34.2,59.9,28.1
12-04-2010,2.6,21.4,28.4,17.9,54.6,10.9,0.3397,28.4,1605.0,3.11,0.727,0.05,1,0.0004,17.22,0.67,0.68,75.1,-0.33,12.5,29.2,58.7,26.48
13-04-2010,6.6,22.2,28.8,18.4,77.3,17.3,0.2197,29.2,1597.0,2.52,0.68,0.131,1,0.0027,14.89,1.44,2.39,208.7,0.058,11.7,30.6,63.4,29.11
14-04-2010,1.6,21.9,27.9,15.7,69.2,11.8,0.0985,26.0,1539.0,4.01,0.64,0.546,0,0.0041,5.2,4.59,0.14,49.9,0.091,10.8,30.2,64.3,26.34
15-04-2010,8.5,20.9,27.4,14.4,54.4,10.9,0.1709,35.1,1522.0,3.02,0.756,0.464,0,0.0042,10.59,6.5,3.32,163.8,0.136,16.7,31.9,68.6,30.89
16-04-2010,10.8,19.2,22.2,15.7,52.2,1.9,0.2737,33.0,1564.0,2.91,0.674,0.284,0,0.0056,16.49,0.46,0.66,279.5,0.026,20.9,40.0,76.7,37.06
17-04-2010,3.0,20.6,27.7,15.4,62.1,5.2,0.1315,27.4,1540.0,3.08,0.767,0.361,1,0.0011,8.1,1.18,0.46,258.8,0.436,22.3,35.6,74.4,34.5
18-04-2010,3.7,21.0,28.5,16.5,58.2,4.7,0.2494,21.1,1549.0,2.74,0.707,0.16,1,0.0029,12.95,0.33,1.0,214.6,-0.298,17.5,36.8,71.0,33.02
19-04-2010,6.5,22.2,28.2,15.7,61.6,6.7,0.1173,16.1,1573.0,2.95,0.707,0.475,3,0.0097,6.01,0.32,1.14,157.0,0.174,13.2,40.7,69.9,34.57
20-04-2010,7.4,21.5,29.3,14.8,60.8,1.8,0.1763,34.1,1583.0,2.95,0.808,0.535,0,0.0002,11.06,3.75,0.52,335.4,-0.558,17.6,41.5,72.1,36.79
21-04-2010,3.0,21.1,28.2,14.1,62.1,1.6,0.3062,22.4,1519.0,2.62,0.623,0.28,3,0.0053,14.44,2.31,3.13,267.2,0.16,16.9,42.9,73.1,34.27
22-04-2010,12.6,20.5,25.5,15.4,67.3,0.7,0.1552,36.6,1531.0,2.39,0.707,0.701,0,0.002,12.64,3.32,0.06,299.8,0.065,23.0,47.0,78.9,41.73
23-04-2010,1.9,21.7,28.5,15.0,66.5,2.7,0.1992,38.5,1614.0,2.77,0.724,0.464,1,0.0087,10.54,1.95,2.06,321.0,0.338,17.5,38.1,78.1,37.37
24-04-2010,2.1,21.7,26.1,14.8,74.0,5.1,0.1645,33.8,1535.0,3.17,0.644,0.212,1,0.0039,5.62,5.92,0.24,303.1,-0.135,16.6,37.2,72.8,33.86
25-04-2010,3.3,21.4,28.1,14.9,64.0,6.8,0.2016,31.0,1483.0,2.76,0.718,0.429,0,0.0003,8.82,1.18,0.11,353.2,-0.009,7.3,36.8,73.6,32.08
26-04-2010,2.1,21.5,28.1,15.5,55.4,4.2,0.206,33.3,1538.0,3.44,0.741,0.25,1,0.0118,8.42,3.09,0.27,210.0,-0.07,7.5,32.4,73.1,29.37
27-04-2010,7.1,21.4,28.6,16.4,67.3,5.2,0.2455,31.0,1368.0,3.13,0.752,0.344,1,0.0014,12.76,2.27,0.53,307.1,0.01,12.5,32.1,73.6,32.07
28-04-2010,1.4,20.4,27.1,14.8,41.8,14.0,0.1046,12.8,1513.0,2.18,0.72,0.589,2,0.0008,4.48,3.02,1.59,329.2,0.396,10.6,30.5,73.4,28.66
29-04-2010,3.2,20.9,24.3,15.8,61.1,10.5,0.2371,25.6,1526.0,3.48,0.686,0.442,0,0.0039,13.68,1.72,2.38,347.4,-0.233,11.7,21.1,68.1,27.56
30-04-2010,1.1,19.8,23.4,16.7,80.0,2.4,0.2696,33.7,1644.0,2.76,0.582,0.316,1,0.0058,11.65,0.57,0.27,310.2,-0.633,5.7,20.3,58.4,24.52
01-05-2010,10.5,19.7,25.4,14.8,64.2,6.2,0.0948,26.7,1471.0,2.69,0.697,0.459,0,0.0006,8.47,0.3,0.05,217.9,0.168,14.8,28.7,65.9,31.35
02-05-2010,15.0,19.6,25.3,16.5,52.9,4.2,0.176,28.4,1524.0,2.71,0.624,0.328,1,0.0003,12.01,2.48,0.05,252.7,0.095,26.6,40.4,77.2,41.64
03-05-2010,11.5,20.8,27.9,15.9,74.4,1.7,0.2702,32.1,1537.0,2.82,0.776,0.463,3,0.0013,15.33,2.16,1.12,117.7,0.242,37.0,49.8,82.2,46.9
04-05-2010,4.4,19.8,27.7,16.6,57.6,5.2,0.3344,32.9,1534.0,3.98,0.669,0.461,3,0.0063,18.22,1.42,1.9,285.2,-0.174,30.9,47.1,79.2,44.26
05-05-2010,4.0,19.7,27.2,15.2,58.3,8.0,0.1482,16.3,1597.0,2.88,0.689,0.503,1,0.0027,11.57,2.88,0.19,127.7,0.224,19.9,49.7,80.2,41.62
06-05-2010,13.6,18.8,22.6,15.8,48.7,0.5,0.1785,19.4,1523.0,2.96,0.681,0.421,3,0.0001,11.86,2.58,0.05,223.9,-0.739,22.0,60.1,81.2,48.98
07-05-2010,10.4,20.7,24.6,14.8,71.7,3.2,0.1996,25.9,1565.0,2.85,0.668,0.211,0,0.0003,14.34,7.05,2.38,50.2,0.248,28.0,69.4,89.7,52.03
08-05-2010,5.5,21.8,28.6,16.9,56.5,5.6,0.1715,27.7,1554.0,2.84,0.79,0.371,0,0.0024,10.05,1.43,0.97,52.9,-0.066,29.5,64.4,93.1,49.73
09-05-2010,8.4,20.2,25.4,13.6,60.0,2.0,0.0505,19.4,1550.0,3.17,0.728,0.326,1,0.0002,5.13,12.48,3.37,276.7,0.195,24.3,57.8,98.2,50.67
10-05-2010,3.5,19.5,23.3,13.0,67.7,7.1,0.3631,37.7,1510.0,3.77,0.743,0.602,0,0.0006,17.74,3.92,0.34,222.7,0.25,17.4,49.8,99.6,46.57
11-05-2010,9.6,20.3,26.9,13.5,55.2,6.6,0.1484,26.2,1522.0,3.39,0.604,0.223,1,0.0011,11.02,0.64,0.05,50.6,0.185,21.5,55.0,102.1,49.18
12-05-2010,14.8,20.6,23.7,15.7,55.1,5.7,0.2337,32.9,1470.0,2.99,0.655,0.396,1,0.0075,10.66,0.66,0.12,201.7,-0.16,27.9,65.8,115.5,56.61
13-05-2010,2.4,20.8,27.4,15.9,48.6,5.3,0.1981,28.5,1527.0,2.49,0.706,0.401,0,0.0039,11.76,2.86,0.21,234.3,0.113,26.8,54.6,114.7,50.51
14-05-2010,1.3,21.4,27.4,14.7,76.3,5.3,0.1233,30.4,1533.0,3.11,0.698,0.522,0,0.0008,9.56,1.92,0.12,17.2,0.036,18.5,45.5,114.9,44.24
