time,precipitation_sum (mm),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),soil_moisture_0_to_7cm_mean (m³/m³),slope_deg,elevation_m,soil_depth_m,geology_susceptibility,ndvi,land_use,seismic_pga (g),pore_water_pressure (kPa),distance_to_road (km),distance_to_stream (km),aspect_deg,curvature,rain_3d_sum (mm),rain_7d_sum (mm),rain_14d_sum (mm),antecedent_precip_index (mm)
25-01-2010,0.9,12.6,16.7,5.8,63.9,15.7,0.3285,22.2,1396.0,2.76,0.587,0.325,0,0.0074,15.91,0.79,1.26,27.7,0.946,1.8,3.1,5.6,2.87
26-01-2010,0.0,10.7,17.5,6.4,59.0,0.6,0.226,23.1,1519.0,3.19,0.604,0.35,1,0.0164,12.98,3.57,0.16,14.5,0.166,1.4,2.7,4.5,2.44
27-01-2010,0.7,11.9,19.8,7.8,52.0,1.5,0.1359,24.1,1365.0,2.58,0.537,0.408,3,0.0145,10.35,1.65,0.75,0.9,0.146,1.6,3.1,4.9,2.77
28-01-2010,0.2,14.1,20.6,9.5,41.8,4.7,0.1899,35.0,1498.0,2.74,0.604,0.306,0,0.0018,7.95,1.65,0.78,100.7,-0.25,0.9,2.8,5.0,2.56
29-01-2010,0.6,11.0,15.5,6.7,57.9,9.4,0.2862,24.5,1430.0,2.87,0.567,0.44,0,0.001,14.14,6.34,0.71,262.1,-0.13,1.5,3.3,5.6,2.77
30-01-2010,1.0,6.1,10.9,0.1,72.6,6.9,0.1332,35.0,1474.0,2.05,0.692,0.248,0,0.0025,8.61,1.61,1.17,300.9,0.178,1.8,3.9,6.6,3.36
31-01-2010,0.0,11.9,18.6,7.0,55.5,6.6,0.1789,28.9,1491.0,2.53,0.544,0.44,1,0.0175,8.39,5.76,0.65,331.2,0.33,1.6,3.4,6.6,2.85
01-02-2010,1.1,8.9,13.5,2.7,57.5,4.6,0.2576,16.1,1515.0,2.84,0.656,0.258,2,0.0333,13.71,1.3,0.23,157.8,0.052,2.1,3.6,6.7,3.53
02-02-2010,0.4,13.1,19.6,10.0,58.1,1.7,0.2738,31.2,1449.0,2.52,0.521,0.657,3,0.0273,15.61,2.16,2.57,232.0,0.1,1.5,4.0,6.7,3.4
03-02-2010,1.7,13.5,19.7,10.1,61.9,6.9,0.0846,34.5,1361.0,2.24,0.603,0.232,2,0.0561,1.19,0.64,2.18,177.6,0.44,3.2,5.0,8.1,4.59
04-02-2010,1.2,12.0,19.9,5.8,62.2,2.9,0.2951,35.5,1501.0,2.76,0.642,0.497,1,0.0036,20.01,2.15,1.65,231.2,-0.178,3.3,6.0,8.8,5.1
05-02-2010,0.7,12.9,20.9,8.4,43.8,10.3,0.1362,27.5,1504.0,3.09,0.599,0.318,0,0.0058,7.79,3.44,0.69,355.4,0.363,3.6,6.1,9.4,5.03
06-02-2010,0.0,12.5,20.2,9.3,64.9,5.7,0.2158,29.6,1430.0,2.97,0.507,0.501,0,0.0083,13.48,3.46,3.51,323.4,-0.697,1.9,5.1,9.0,4.28
07-02-2010,1.1,9.7,17.0,6.2,39.7,4.9,0.2799,25.2,1399.0,3.04,0.561,0.647,1,0.0078,15.86,0.17,1.36,332.4,0.303,1.8,6.2,9.6,4.74
08-02-2010,0.2,11.7,15.0,8.4,62.5,5.0,0.167,29.7,1399.0,2.81,0.68,0.429,1,0.0449,8.23,0.51,1.4,298.5,0.024,1.3,5.3,8.9,4.23
09-02-2010,0.3,14.8,20.8,11.3,72.6,0.5,0.2352,23.3,1441.0,2.66,0.654,0.513,0,0.0024,8.98,0.33,0.34,119.3,0.084,1.6,5.2,9.2,3.89
10-02-2010,1.0,15.3,18.6,10.2,55.6,2.0,0.2433,30.7,1475.0,2.32,0.682,0.54,0,0.0532,13.8,2.73,0.78,162.6,-0.292,1.5,4.5,9.5,4.31
11-02-2010,0.6,13.4,16.8,8.8,64.9,6.0,0.247,25.8,1570.0,2.55,0.617,0.4,0,0.0021,15.0,1.53,0.05,46.2,0.199,1.9,3.9,9.9,4.26
12-02-2010,0.1,16.4,22.8,10.7,53.4,2.5,0.2689,40.4,1412.0,2.47,0.553,0.388,0,0.048,13.64,6.38,0.31,62.3,0.832,1.7,3.3,9.4,3.72
13-02-2010,1.3,13.5,19.1,6.8,43.5,12.5,0.1099,30.0,1466.0,3.39,0.578,0.451,3,0.0417,5.14,0.55,5.18,75.4,-0.324,2.0,4.6,9.7,4.46
14-02-2010,1.0,17.9,25.3,13.3,52.0,9.1,0.368,13.8,1381.0,3.16,0.501,0.277,1,0.0168,16.94,1.62,2.24,121.4,0.036,2.4,4.5,10.7,4.79
15-02-2010,0.1,12.1,16.0,6.0,31.9,5.0,0.05,31.3,1397.0,3.03,0.607,0.477,3,0.0077,2.97,1.55,1.9,277.4,-0.015,2.4,4.4,9.7,4.18
16-02-2010,0.2,14.6,19.6,10.1,69.7,6.5,0.1203,29.6,1467.0,2.92,0.535,0.431,1,0.007,7.34,0.55,0.65,285.6,-0.003,1.3,4.3,9.5,3.75
17-02-2010,0.5,14.5,22.4,11.2,72.9,3.6,0.1244,29.6,1377.0,3.04,0.65,0.399,2,0.0296,4.67,1.12,1.28,13.0,-0.475,0.8,3.8,8.3,3.69
18-02-2010,0.4,13.0,16.3,7.9,42.3,15.1,0.255,34.0,1486.0,1.55,0.532,0.139,0,0.0101,12.48,1.03,1.57,261.8,-0.438,1.1,3.6,7.5,3.53
19-02-2010,0.3,12.9,16.4,9.4,55.6,4.6,0.116,37.6,1406.0,3.38,0.549,0.448,0,0.0533,2.49,0.71,0.43,252.7,0.256,1.2,3.8,7.1,3.3
20-02-2010,0.9,13.1,19.3,8.1,46.9,5.5,0.125,28.2,1489.0,2.4,0.552,0.596,0,0.0116,5.68,2.06,0.15,44.1,-0.354,1.6,3.4,8.0,3.71
21-02-2010,0.6,11.2,17.3,7.7,63.0,2.7,0.18,33.1,1477.0,2.32,0.567,0.329,0,0.0085,9.64,5.26,0.5,169.1,-0.035,1.8,3.0,7.5,3.75
22-02-2010,0.5,14.1,17.8,8.3,65.8,1.6,0.1968,25.3,1492.0,2.99,0.561,0.127,1,0.0466,10.75,0.21,0.93,257.8,-0.044,2.0,3.4,7.8,3.69
23-02-2010,0.1,13.5,18.4,7.7,67.4,7.4,0.2154,23.6,1478.0,3.24,0.558,0.506,1,0.062,7.81,1.66,0.26,250.7,0.08,1.2,3.3,7.6,3.24
24-02-2010,0.5,12.3,19.6,5.4,57.2,1.7,0.2231,32.3,1383.0,2.39,0.619,0.384,0,0.0014,13.54,1.98,0.08,89.4,0.005,1.1,3.3,7.1,3.25
25-02-2010,0.3,10.6,14.5,7.2,69.3,6.5,0.3642,17.4,1413.0,3.02,0.672,0.474,0,0.0012,16.02,2.41,0.24,340.2,0.168,0.9,3.2,6.8,3.06
26-02-2010,0.6,13.3,17.8,7.6,63.9,3.1,0.2082,22.3,1477.0,3.05,0.645,0.543,3,0.0014,13.29,1.61,3.73,295.8,-0.006,1.4,3.5,7.3,3.2
27-02-2010,0.3,9.9,14.9,3.1,66.9,3.5,0.1252,26.5,1381.0,2.88,0.658,0.423,0,0.0273,9.35,0.29,0.05,252.0,0.314,1.2,2.9,6.3,3.02
28-02-2010,1.7,14.7,20.4,10.1,48.6,2.4,0.05,31.9,1536.0,2.98,0.622,0.219,0,0.0133,3.86,1.02,0.6,273.2,0.007,2.6,4.0,7.0,4.27
01-03-2010,1.3,19.3,23.5,15.4,54.9,4.1,0.117,19.8,1465.0,2.98,0.535,0.246,1,0.0092,7.98,1.3,0.41,9.0,0.333,3.3,4.8,8.2,4.93
02-03-2010,3.0,17.9,24.8,14.6,68.6,3.7,0.1135,45.5,1445.0,2.88,0.612,0.313,0,0.0017,7.05,0.35,0.29,240.1,0.095,6.0,7.7,11.0,7.19
03-03-2010,1.7,17.6,22.6,14.5,55.3,8.7,0.1328,34.7,1385.0,2.38,0.593,0.373,0,0.0161,11.54,1.86,0.66,23.0,-0.215,6.0,8.9,12.2,7.81
04-03-2010,1.1,18.3,26.3,14.3,63.2,10.7,0.2206,30.8,1484.0,3.16,0.608,0.528,0,0.026,11.09,1.42,1.26,269.6,-0.479,5.8,9.7,12.9,7.74
05-03-2010,4.0,16.6,21.9,10.0,65.1,2.2,0.1931,46.6,1563.0,2.72,0.587,0.431,0,0.0223,9.4,1.01,0.11,257.5,0.254,6.8,13.1,16.6,10.58
06-03-2010,1.4,16.4,20.9,10.9,67.6,3.5,0.0807,26.6,1442.0,3.04,0.744,0.36,3,0.0404,3.06,4.46,1.14,138.6,-0.007,6.5,14.2,17.1,10.39
07-03-2010,4.0,16.2,20.7,12.6,53.6,1.6,0.1835,34.3,1452.0,3.71,0.639,0.354,0,0.0079,9.72,2.48,0.35,238.9,-0.072,9.4,16.5,20.5,12.83
08-03-2010,1.3,17.4,20.8,14.2,60.8,3.6,0.0809,28.7,1483.0,2.51,0.636,0.438,1,0.0538,5.14,3.94,2.39,279.6,0.078,6.7,16.5,21.3,12.21
09-03-2010,1.7,18.0,24.3,13.7,41.2,13.8,0.1275,39.0,1581.0,2.41,0.554,0.556,2,0.0105,11.3,0.1,1.49,39.7,0.359,7.0,15.2,22.9,12.08
10-03-2010,0.2,14.5,17.9,7.5,70.4,3.6,0.3079,32.6,1516.0,2.24,0.61,0.253,0,0.0576,17.32,0.39,0.73,140.5,0.415,3.2,13.7,22.6,10.47
11-03-2010,1.2,16.4,21.3,11.6,58.7,7.8,0.2498,37.1,1436.0,2.49,0.603,0.371,1,0.1003,9.65,0.11,1.97,261.4,0.448,3.1,13.8,23.5,10.1
12-03-2010,0.6,17.2,22.9,10.3,56.3,5.8,0.2338,16.7,1423.0,2.29,0.582,0.319,1,0.0075,12.2,1.22,0.55,35.0,-0.087,2.0,10.4,23.5,9.18
13-03-2010,0.5,18.3,21.4,14.5,44.5,1.3,0.1583,28.9,1424.0,2.65,0.558,0.417,1,0.0082,7.47,0.85,1.47,96.6,-0.139,2.3,9.5,23.7,8.3
14-03-2010,1.4,16.8,20.6,9.9,48.5,15.5,0.1161,23.7,1448.0,3.24,0.546,0.426,1,0.0139,5.56,1.42,0.05,132.7,-0.005,2.5,6.9,23.4,8.46
15-03-2010,1.8,15.3,19.3,10.6,73.1,6.5,0.2216,23.0,1489.0,2.36,0.685,0.303,0,0.0226,11.32,2.39,2.11,316.9,0.524,3.7,7.4,23.9,8.99
16-03-2010,2.2,17.3,20.6,11.3,62.9,4.6,0.197,31.1,1429.0,2.83,0.593,0.346,0,0.0036,10.18,0.12,0.44,311.6,0.038,5.4,7.9,23.1,9.84
17-03-2010,2.8,16.3,20.9,10.1,79.3,8.8,0.2515,37.5,1486.0,2.6,0.598,0.415,0,0.0003,14.72,0.98,2.19,254.0,-0.011,6.8,10.5,24.2,11.17
18-03-2010,1.0,17.0,21.9,10.1,67.5,4.4,0.0812,28.3,1464.0,2.37,0.658,0.327,3,0.0005,1.55,0.1,0.98,40.4,-0.611,6.0,10.3,24.1,10.49
19-03-2010,0.7,16.2,20.5,10.8,66.5,0.8,0.1281,26.7,1486.0,3.51,0.586,0.503,0,0.0158,4.35,0.61,1.0,233.3,0.059,4.5,10.4,20.8,9.62
20-03-2010,2.1,16.4,22.3,11.3,61.8,2.3,0.3156,15.5,1431.0,2.85,0.534,0.508,0,0.03,21.32,0.1,0.42,318.7,0.183,3.8,12.0,21.5,10.27
21-03-2010,0.3,18.6,23.0,11.7,70.5,3.2,0.1696,20.7,1339.0,2.6,0.611,0.359,1,0.003,8.86,2.96,1.27,95.4,0.417,3.1,10.9,17.8,9.03
22-03-2010,0.7,16.2,21.0,9.4,53.0,15.4,0.2051,35.7,1383.0,3.62,0.6,0.367,1,0.0172,13.03,1.95,0.48,38.8,-0.438,3.1,9.8,17.2,8.38
23-03-2010,2.4,19.3,25.9,14.9,72.1,2.5,0.2534,26.9,1548.0,3.01,0.592,0.359,1,0.0116,15.72,0.85,0.22,14.8,-0.521,3.4,10.0,17.9,9.52
24-03-2010,1.5,15.1,19.7,12.1,52.2,8.3,0.2005,41.7,1470.0,2.6,0.65,0.419,0,0.0031,11.02,0.46,0.28,233.7,0.119,4.6,8.7,19.2,9.59
25-03-2010,0.2,19.1,22.7,14.2,40.6,5.6,0.1987,19.5,1412.0,3.0,0.587,0.271,0,0.0313,8.46,3.11,0.71,294.3,-0.194,4.1,7.9,18.2,8.35
26-03-2010,5.4,17.1,24.8,13.9,71.3,4.2,0.1752,38.7,1450.0,2.57,0.603,0.596,0,0.0209,9.73,2.8,3.16,274.9,-0.396,7.1,12.6,23.0,12.5
27-03-2010,3.1,17.0,23.1,12.7,48.3,7.9,0.2695,17.7,1428.0,3.33,0.605,0.343,0,0.0024,15.75,1.5,3.83,13.5,-0.446,8.7,13.6,25.6,13.73
28-03-2010,1.2,19.5,26.6,14.5,58.5,0.6,0.1006,33.0,1410.0,2.86,0.651,0.324,0,0.0127,4.83,0.66,0.35,270.6,-0.058,9.7,14.5,25.4,12.87
29-03-2010,2.7,16.1,19.9,9.4,59.3,5.3,0.147,19.6,1557.0,2.6,0.638,0.173,0,0.0165,9.39,0.83,0.71,315.2,-0.038,7.0,16.5,26.3,13.64
30-03-2010,2.1,15.3,22.9,9.3,61.2,2.2,0.1873,38.3,1442.0,3.36,0.589,0.271,1,0.0208,6.18,0.1,0.21,114.6,0.013,6.0,16.2,26.2,13.69
31-03-2010,0.7,18.6,25.2,14.8,71.9,7.0,0.1938,28.9,1507.0,2.11,0.719,0.518,0,0.0349,11.79,1.1,0.47,21.5,-0.252,5.5,15.4,24.1,12.34
01-04-2010,2.2,21.1,25.4,17.4,53.0,9.4,0.2493,30.4,1514.0,2.49,0.603,0.261,0,0.1863,11.83,5.7,0.44,224.6,0.299,5.0,17.4,25.3,12.69
02-04-2010,2.6,21.2,28.2,15.3,62.1,5.8,0.1647,32.1,1413.0,3.14,0.618,0.203,1,0.0011,11.84,4.32,1.02,37.8,0.321,5.5,14.6,27.2,13.38
03-04-2010,2.9,21.0,26.0,16.1,58.8,1.5,0.1245,45.8,1386.0,2.85,0.663,0.45,1,0.0063,7.62,1.24,0.55,133.1,0.41,7.7,14.4,28.0,14.28
04-04-2010,6.2,22.0,25.9,15.0,51.7,7.4,0.0673,42.5,1408.0,2.87,0.572,0.219,0,0.0021,5.17,0.1,0.09,233.4,0.307,11.7,19.4,33.9,18.33
05-04-2010,0.6,20.4,27.2,17.3,57.7,5.7,0.1774,32.2,1369.0,2.46,0.598,0.533,0,0.0032,8.93,0.82,2.08,109.4,-0.343,9.7,17.3,33.8,16.18
06-04-2010,9.6,20.7,25.5,15.7,67.4,6.0,0.108,26.7,1453.0,3.19,0.642,0.454,1,0.0161,10.13,0.43,0.71,145.2,0.134,16.4,24.8,41.0,23.36
07-04-2010,3.1,19.7,26.6,13.3,62.5,14.3,0.4273,26.3,1500.0,2.81,0.615,0.387,0,0.0536,22.85,2.5,1.72,45.6,-0.462,13.3,27.2,42.6,22.95
08-04-2010,2.4,18.7,24.3,13.3,68.7,6.4,0.1871,33.7,1501.0,2.79,0.566,0.469,0,0.0144,11.98,1.77,0.65,208.2,-0.431,15.1,27.4,44.8,21.91
09-04-2010,2.8,20.2,26.5,15.4,57.8,3.2,0.1247,24.7,1486.0,3.35,0.475,0.369,0,0.001,5.65,0.44,0.33,29.9,0.404,8.3,27.6,42.2,21.42
10-04-2010,4.2,20.2,24.3,14.4,72.3,10.7,0.1199,29.6,1464.0,3.15,0.596,0.298,1,0.0025,4.73,4.68,2.14,65.3,0.845,9.4,28.9,43.3,22.41
11-04-2010,7.4,19.3,22.6,14.3,64.2,1.8,0.2742,35.1,1388.0,2.93,0.595,0.588,0,0.0069,16.2,1.01,0.79,98.6,-0.423,14.4,30.1,49.5,26.45
12-04-2010,2.9,19.3,25.4,15.0,53.8,9.0,0.2543,34.9,1447.0,2.23,0.63,0.318,1,0.0139,12.25,0.43,0.28,356.3,-0.113,14.5,32.4,49.7,25.38
13-04-2010,5.3,21.9,29.6,15.6,56.6,3.6,0.2078,35.0,1353.0,2.73,0.641,0.34,0,0.0146,14.83,1.15,0.73,353.4,-0.114,15.6,28.1,52.9,26.87
14-04-2010,8.2,19.3,25.4,16.2,68.5,10.7,0.1984,38.5,1457.0,2.96,0.563,0.274,1,0.0378,11.14,5.04,0.72,343.7,0.46,16.4,33.2,60.4,31.04
15-04-2010,6.4,21.2,25.9,16.5,47.9,7.8,0.0901,33.3,1463.0,2.2,0.497,0.445,0,0.0018,7.07,1.18,0.29,221.5,0.009,19.9,37.2,64.6,32.79
16-04-2010,2.2,19.3,24.3,15.5,64.4,4.7,0.05,32.7,1491.0,2.95,0.509,0.454,1,0.0035,3.54,0.35,1.02,129.1,0.329,16.8,36.6,64.2,30.07
17-04-2010,4.1,19.1,25.2,13.5,61.4,8.5,0.1801,31.7,1408.0,3.21,0.518,0.483,0,0.0142,9.79,0.82,1.81,20.5,-0.101,12.7,36.5,65.4,29.66
18-04-2010,3.3,18.8,24.4,13.9,70.2,6.1,0.1904,35.5,1380.0,2.67,0.584,0.359,1,0.0187,10.69,3.31,1.29,234.2,0.112,9.6,32.4,62.5,28.51
19-04-2010,2.5,19.7,23.9,15.4,77.1,2.1,0.2386,21.8,1392.0,3.16,0.615,0.439,2,0.0094,11.47,0.62,0.48,266.8,0.028,9.9,32.0,64.4,26.73
20-04-2010,6.1,20.4,24.0,16.6,50.8,9.3,0.1882,26.4,1460.0,2.61,0.59,0.365,0,0.0122,6.65,1.54,0.42,170.2,-0.558,11.9,32.8,60.9,28.82
21-04-2010,4.4,18.5,22.5,15.5,49.3,4.5,0.1407,17.0,1526.0,2.96,0.592,0.451,3,0.0389,6.95,1.76,0.11,15.7,0.054,13.0,29.0,62.2,28.9
22-04-2010,5.5,20.2,23.6,13.4,55.8,7.0,0.2627,31.9,1470.0,3.5,0.673,0.447,0,0.0236,13.72,4.43,0.34,100.0,-0.178,16.0,28.1,65.3,30.06
23-04-2010,7.0,22.8,25.8,17.3,60.8,7.4,0.2398,29.1,1371.0,2.95,0.598,0.65,0,0.0084,17.57,0.77,1.51,68.2,-0.355,16.9,32.9,69.5,32.56
24-04-2010,10.6,19.5,22.7,15.3,72.6,3.8,0.2272,41.8,1484.0,3.32,0.696,0.401,0,0.0337,18.75,1.17,0.44,82.3,0.381,23.1,39.4,75.9,38.27
25-04-2010,3.8,17.9,25.6,12.9,67.3,8.4,0.1185,30.8,1384.0,2.82,0.587,0.581,1,0.0085,8.65,2.72,0.36,288.6,-0.282,21.4,39.9,72.3,36.33
26-04-2010,2.6,19.4,25.1,15.1,73.9,5.5,0.152,22.1,1411.0,3.26,0.587,0.508,2,0.0065,7.84,0.43,0.51,350.4,-0.313,17.0,40.0,72.0,33.48
27-04-2010,1.9,19.6,24.1,16.6,84.6,1.9,0.3601,32.1,1395.0,3.33,0.548,0.46,0,0.0088,18.22,5.32,0.46,289.3,-0.136,8.3,35.8,68.6,30.36
28-04-2010,1.9,22.0,27.6,15.6,44.9,3.7,0.366,24.3,1384.0,2.17,0.597,0.51,2,0.0004,17.33,0.41,1.14,221.5,0.568,6.4,33.3,62.3,27.71
29-04-2010,2.5,20.3,27.0,16.7,60.1,7.2,0.1454,40.6,1377.0,3.49,0.534,0.38,1,0.0083,3.97,1.02,1.9,230.5,-0.038,6.3,30.3,58.4,26.05
30-04-2010,5.6,21.1,25.6,15.7,60.9,4.2,0.0914,21.3,1482.0,2.43,0.582,0.584,0,0.0269,8.3,0.11,0.56,280.4,0.249,10.0,28.9,61.8,27.74
01-05-2010,5.1,21.5,26.9,15.8,97.6,1.1,0.2752,18.1,1512.0,2.63,0.591,0.461,1,0.0114,14.83,2.06,1.09,327.2,0.199,13.2,23.4,62.8,28.68
02-05-2010,3.6,20.4,23.9,15.2,62.3,22.0,0.4275,34.4,1460.0,2.7,0.545,0.45,1,0.069,21.47,4.86,0.45,267.6,-0.031,14.3,23.2,63.1,27.98
03-05-2010,7.3,21.4,29.0,18.4,85.9,3.5,0.4037,27.8,1473.0,2.51,0.544,0.367,3,0.0127,24.75,1.89,1.06,40.0,-0.043,16.0,27.9,67.9,31.08
04-05-2010,9.3,21.2,25.4,15.9,96.4,8.4,0.4189,31.1,1491.0,3.29,0.521,0.252,1,0.0321,23.04,1.39,0.9,0.2,-0.598,20.2,35.3,71.1,35.72
05-05-2010,12.0,22.0,25.6,18.5,90.7,4.8,0.1452,27.6,1424.0,2.87,0.62,0.544,0,0.0144,9.27,1.81,0.64,166.9,0.4,28.6,45.4,78.7,42.36
06-05-2010,9.7,18.8,23.4,15.1,95.0,11.4,0.3593,36.6,1445.0,3.36,0.583,0.424,2,0.0117,22.23,0.34,2.37,315.9,-0.022,31.0,52.6,82.9,45.71
07-05-2010,6.6,20.2,24.3,13.7,83.6,4.7,0.3241,40.4,1462.0,3.33,0.589,0.567,0,0.0047,21.58,0.24,1.04,304.5,-0.338,28.3,53.6,82.5,45.45
08-05-2010,3.9,19.8,24.2,14.7,74.5,8.7,0.303,27.3,1452.0,3.26,0.535,0.522,2,0.0079,17.77,0.91,0.78,43.0,0.023,20.2,52.4,75.8,42.53
09-05-2010,11.6,21.4,29.1,17.1,65.3,2.8,0.4154,25.6,1502.0,3.15,0.599,0.52,1,0.0195,26.52,2.28,0.81,214.8,0.048,22.1,60.4,83.6,47.75
10-05-2010,7.1,21.0,27.7,16.3,93.1,0.9,0.3361,36.5,1433.0,2.61,0.642,0.441,0,0.0103,17.89,4.28,0.46,7.1,0.056,22.6,60.2,88.1,47.69
11-05-2010,6.6,20.4,25.1,16.6,89.1,2.6,0.2071,18.7,1404.0,3.35,0.674,0.495,2,0.0021,13.87,0.71,5.44,236.1,-0.073,25.3,57.5,92.8,47.14
12-05-2010,19.1,19.6,24.5,14.5,72.8,0.5,0.3535,35.0,1483.0,2.66,0.646,0.801,0,0.0028,22.73,0.23,1.45,127.2,-0.286,32.8,64.6,110.0,59.17
13-05-2010,3.7,20.5,26.6,15.7,62.2,4.4,0.4437,35.4,1390.0,3.41,0.596,0.692,0,0.0032,21.97,0.93,1.31,224.6,0.151,29.4,58.6,111.2,53.99
14-05-2010,15.8,19.4,24.2,13.7,89.5,2.9,0.3429,30.8,1457.0,2.65,0.65,0.606,3,0.0035,24.41,5.02,0.14,85.6,-0.631,38.6,67.8,121.4,61.69
