time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),relative_humidity_2m_mean (%),dew_point_2m_mean (°C),cloud_cover_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_max (km/h),pressure_msl_mean (hPa),soil_moisture_0_to_7cm_mean (m³/m³),soil_moisture_7_to_28cm_mean (m³/m³),soil_temperature_0_to_7cm_mean (°C),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),vapour_pressure_deficit_max (kPa),river_discharge (cumecs),water_level (m),reservoir_storage_pct (%),antecedent_precip_index (mm),catchment_wetness_index
10-02-2010,25.7,29.7,21.6,0.0,0.0,0.0,20.0,9.7,10.7,12.8,25.3,1009.7,0.05,0.05,24.8,5.94,2.68,2.9,10.0,0.85,5.0,0.0,7.0
11-02-2010,25.6,30.0,21.2,0.0,0.0,0.0,20.0,9.6,14.4,9.4,14.8,1012.9,0.05,0.05,24.8,8.27,3.33,2.78,10.0,1.3,5.0,0.0,7.0
12-02-2010,25.6,30.2,21.0,0.0,0.0,0.0,20.0,9.6,0.0,10.5,16.8,1012.0,0.05,0.05,24.8,4.56,2.45,3.13,10.0,0.75,5.0,0.0,7.0
13-02-2010,25.3,29.4,21.2,0.0,0.0,0.0,22.1,9.7,0.0,7.5,14.0,1015.8,0.05,0.05,24.5,5.87,1.88,2.51,10.0,1.23,5.0,0.0,7.21
14-02-2010,25.0,30.1,20.0,0.0,0.0,0.0,20.0,9.0,15.1,8.1,13.1,1009.9,0.05,0.05,24.3,9.93,3.96,2.77,10.0,1.21,5.0,0.0,7.0
15-02-2010,25.0,29.4,20.7,0.0,0.0,0.0,20.0,9.0,26.3,5.4,10.5,1013.1,0.05,0.05,24.3,5.28,2.84,2.74,10.0,0.76,10.7,0.0,7.0
16-02-2010,24.7,28.6,20.9,0.1,0.1,3.0,35.3,11.8,4.0,3.7,5.7,1007.6,0.05,0.05,24.0,3.93,2.44,2.02,12.9,1.21,9.3,0.1,8.54
17-02-2010,25.1,29.8,20.5,0.0,0.0,0.0,20.0,9.1,11.2,15.7,49.2,1013.8,0.05,0.05,24.4,9.95,4.7,2.63,15.5,1.06,5.0,0.1,7.01
18-02-2010,24.9,29.5,20.3,0.0,0.0,0.0,20.0,8.9,21.6,9.6,21.1,1013.3,0.058,0.05,24.1,8.53,3.13,2.54,11.4,1.05,20.3,0.1,7.81
19-02-2010,24.9,31.1,18.7,0.0,0.0,0.0,35.3,12.0,50.1,10.5,21.1,1011.0,0.05,0.05,24.2,2.19,0.72,2.04,10.0,1.05,20.4,0.1,8.54
20-02-2010,24.7,28.3,21.1,0.0,0.0,0.0,20.3,8.8,19.4,11.9,18.2,1008.8,0.05,0.05,24.0,6.57,3.21,2.48,10.0,1.01,5.0,0.1,7.04
21-02-2010,25.0,30.1,19.8,0.0,0.0,0.0,20.0,9.0,11.6,5.1,8.1,1015.6,0.05,0.05,24.2,7.69,4.06,2.74,10.0,0.69,5.0,0.0,7.0
22-02-2010,25.4,30.7,20.0,0.0,0.0,0.0,27.2,10.8,0.3,4.5,7.7,1004.6,0.05,0.05,24.6,5.24,3.06,2.36,10.0,0.9,9.6,0.0,7.72
23-02-2010,25.4,29.3,21.5,0.0,0.0,0.0,21.9,9.7,20.8,14.0,22.4,1013.1,0.05,0.05,24.6,9.04,5.37,2.53,10.0,1.3,5.0,0.0,7.19
24-02-2010,24.8,29.5,20.2,0.0,0.0,0.0,34.5,11.7,29.3,8.0,15.5,1011.0,0.05,0.05,24.1,8.88,3.94,2.05,10.0,1.03,15.1,0.0,8.45
25-02-2010,24.5,29.1,19.9,0.0,0.0,0.0,20.0,8.5,21.8,10.2,15.5,1014.3,0.05,0.05,23.8,9.39,4.68,2.52,10.0,0.95,11.2,0.0,7.0
26-02-2010,24.6,28.9,20.2,0.0,0.0,0.0,20.0,8.6,27.2,14.5,22.0,1016.5,0.053,0.051,23.9,10.62,4.07,2.54,10.0,1.1,6.3,0.0,7.3
27-02-2010,25.1,29.1,21.1,0.0,0.0,0.0,27.1,10.5,35.9,9.0,15.2,1012.9,0.05,0.05,24.3,12.21,4.52,2.33,10.0,0.9,32.9,0.0,7.71
28-02-2010,25.7,30.9,20.5,0.0,0.0,0.0,38.6,13.4,0.0,9.0,14.3,1014.2,0.05,0.05,24.8,8.64,3.62,2.03,10.0,1.0,6.0,0.0,8.86
01-03-2010,26.3,31.7,20.9,0.0,0.0,0.0,35.5,13.4,32.2,10.8,17.0,1011.7,0.05,0.05,25.3,6.08,3.12,2.21,10.0,0.69,12.5,0.0,8.55
02-03-2010,26.7,32.4,21.0,0.0,0.0,0.0,24.1,11.5,58.0,8.3,15.6,1009.8,0.05,0.05,25.7,9.27,3.89,2.66,10.0,1.09,9.8,0.0,7.41
03-03-2010,27.0,30.9,23.1,0.0,0.0,0.0,23.4,11.7,21.5,13.8,22.7,1011.4,0.05,0.05,25.9,8.83,4.4,2.73,10.0,1.38,5.0,0.0,7.34
04-03-2010,27.0,31.0,23.0,0.1,0.1,1.0,51.0,17.2,51.9,10.1,16.8,1019.8,0.05,0.05,26.0,3.29,1.34,1.75,10.7,0.99,14.5,0.1,10.11
05-03-2010,26.9,32.5,21.4,0.0,0.0,0.0,21.6,11.3,27.5,10.2,17.0,1014.2,0.05,0.05,25.9,9.44,4.43,2.79,11.5,0.97,15.8,0.1,7.17
06-03-2010,26.9,31.9,21.9,0.3,0.3,1.0,20.0,10.9,31.2,10.1,16.3,1009.6,0.05,0.05,25.8,4.14,2.89,2.92,32.9,1.39,15.6,0.4,7.04
07-03-2010,26.9,33.0,20.9,0.0,0.0,0.0,20.0,10.9,10.5,10.6,19.3,1017.3,0.056,0.05,25.9,9.62,4.0,3.05,24.9,0.9,6.3,0.3,7.63
08-03-2010,27.1,32.0,22.2,0.0,0.0,0.0,23.8,11.9,3.3,8.7,13.4,1012.1,0.068,0.071,26.0,11.02,5.04,2.73,26.8,1.11,20.6,0.3,9.21
09-03-2010,27.1,31.6,22.7,0.0,0.0,0.0,31.8,13.5,23.3,10.9,20.0,1014.6,0.066,0.058,26.1,12.42,5.0,2.45,10.0,0.8,14.7,0.2,9.8
10-03-2010,27.1,32.1,22.2,0.0,0.0,0.0,30.4,13.2,39.7,9.7,14.6,1013.9,0.05,0.05,26.1,11.62,4.63,2.5,10.0,0.85,20.3,0.2,8.06
11-03-2010,26.9,32.2,21.7,0.0,0.0,0.0,20.0,10.9,22.0,6.1,11.4,1015.5,0.052,0.05,25.9,7.9,3.57,2.98,10.0,0.49,19.4,0.2,7.22
12-03-2010,26.9,30.2,23.7,0.0,0.0,0.0,31.4,13.2,11.4,15.8,35.1,1014.6,0.074,0.05,25.9,10.57,4.62,2.43,10.0,0.83,23.4,0.1,10.55
13-03-2010,27.3,32.3,22.2,0.0,0.0,0.0,32.4,13.8,29.0,10.0,19.7,1015.2,0.05,0.05,26.2,10.77,3.97,2.45,10.0,0.79,8.0,0.1,8.25
14-03-2010,27.3,32.6,22.0,0.0,0.0,0.0,32.0,13.7,45.5,12.6,31.4,1015.2,0.075,0.067,26.2,14.0,4.83,2.47,10.0,1.37,28.2,0.1,10.71
15-03-2010,27.2,32.8,21.6,0.0,0.0,0.0,26.2,12.4,42.0,14.8,23.9,1015.5,0.05,0.05,26.1,13.62,4.8,2.66,10.0,0.84,10.1,0.1,7.63
16-03-2010,26.8,32.1,21.5,0.0,0.0,0.0,29.7,12.7,41.2,15.2,22.9,1012.4,0.058,0.057,25.8,10.04,4.01,2.47,10.0,1.04,28.0,0.1,8.78
17-03-2010,26.9,32.1,21.6,0.0,0.0,0.0,20.0,10.9,42.0,12.9,26.9,1018.0,0.058,0.062,25.8,14.58,5.83,2.94,10.0,1.25,20.8,0.1,7.81
18-03-2010,26.9,32.9,20.8,0.0,0.0,0.0,32.8,13.4,51.9,11.9,20.4,1015.7,0.088,0.072,25.8,9.76,4.11,2.38,10.0,0.81,29.3,0.1,12.09
19-03-2010,26.7,30.5,23.0,0.0,0.0,0.0,40.6,14.9,25.4,14.0,22.5,1012.8,0.05,0.05,25.7,9.61,4.29,2.09,10.0,1.16,13.7,0.0,9.06
20-03-2010,26.7,32.5,20.9,0.0,0.0,0.0,25.3,11.7,29.8,10.5,18.3,1011.1,0.075,0.078,25.7,13.88,5.35,2.61,10.0,1.07,23.6,0.0,10.03
21-03-2010,26.6,31.5,21.8,0.0,0.0,0.0,36.9,14.0,24.0,10.7,18.6,1011.4,0.05,0.05,25.6,9.67,3.59,2.2,10.0,1.17,15.7,0.0,8.69
22-03-2010,26.6,30.9,22.3,0.0,0.0,0.0,48.9,16.4,13.9,6.9,10.4,1018.1,0.119,0.123,25.6,11.03,3.77,1.78,10.0,0.89,30.1,0.0,16.79
23-03-2010,26.9,31.6,22.2,0.0,0.0,0.0,31.0,13.1,25.8,8.5,12.9,1012.3,0.05,0.05,25.9,8.64,3.62,2.45,10.0,1.13,15.8,0.0,8.1
24-03-2010,27.4,32.6,22.1,0.0,0.0,0.0,50.5,17.5,34.5,6.2,11.4,1016.7,0.101,0.104,26.3,11.15,4.12,1.8,10.0,0.9,19.8,0.0,15.15
25-03-2010,27.4,33.9,20.9,0.0,0.0,0.0,43.4,16.1,31.1,10.0,18.4,1015.2,0.121,0.107,26.3,12.55,4.82,2.07,10.0,0.81,24.5,0.0,16.44
26-03-2010,27.6,32.4,22.9,0.0,0.0,0.0,26.7,13.0,13.5,9.7,19.0,1016.3,0.05,0.05,26.5,13.04,4.52,2.71,10.0,0.9,24.8,0.0,7.67
27-03-2010,27.4,33.4,21.3,0.0,0.0,0.0,34.6,14.3,34.2,17.3,30.4,1011.5,0.05,0.061,26.2,9.78,4.58,2.38,10.0,1.16,24.7,0.0,8.46
28-03-2010,27.4,32.8,21.9,0.0,0.0,0.0,36.3,14.6,17.7,6.7,10.8,1012.4,0.062,0.057,26.3,15.04,5.68,2.32,10.0,1.13,25.2,0.0,9.83
29-03-2010,27.2,31.5,22.9,0.0,0.0,0.0,41.9,15.6,37.4,9.0,13.9,1011.2,0.064,0.068,26.1,11.94,4.67,2.1,10.0,0.98,43.4,0.0,10.59
30-03-2010,27.4,32.3,22.5,0.0,0.0,0.0,35.1,14.4,57.1,11.6,21.4,1019.7,0.05,0.05,26.3,12.7,4.22,2.37,10.0,1.03,32.2,0.0,8.51
31-03-2010,28.1,34.3,22.0,0.0,0.0,0.0,48.5,17.8,28.7,11.4,17.9,1016.1,0.05,0.05,26.9,10.6,3.63,1.96,10.0,1.07,35.1,0.0,9.85
01-04-2010,28.7,33.8,23.5,0.0,0.0,0.0,39.6,16.6,38.6,15.3,24.0,1009.7,0.057,0.057,27.4,14.07,5.08,2.37,10.0,0.91,28.0,0.0,9.66
02-04-2010,29.3,32.9,25.7,0.0,0.0,0.0,35.6,16.4,42.0,12.8,19.2,1011.9,0.112,0.098,27.9,13.61,4.03,2.62,10.0,0.9,40.8,0.0,14.76
03-04-2010,29.2,35.2,23.2,0.0,0.0,0.0,44.8,18.1,30.2,8.1,13.7,1012.1,0.071,0.078,27.8,15.91,5.93,2.24,10.0,0.61,45.6,0.0,11.58
04-04-2010,29.1,33.3,24.8,0.0,0.0,0.0,32.9,15.6,44.3,8.5,13.7,1014.5,0.073,0.06,27.7,12.75,4.15,2.7,10.0,1.18,34.8,0.0,10.59
05-04-2010,29.2,34.0,24.3,0.0,0.0,0.0,42.7,17.7,59.2,15.5,25.4,1013.2,0.091,0.089,27.8,18.16,5.63,2.32,10.0,1.01,37.0,0.0,13.37
06-04-2010,29.2,33.3,25.2,0.0,0.0,0.0,50.1,19.3,46.3,13.5,20.7,1018.2,0.095,0.073,27.9,15.54,5.66,2.03,10.0,0.86,31.6,0.0,14.51
07-04-2010,29.3,33.8,24.7,0.0,0.0,0.0,41.8,17.6,63.0,14.9,24.8,1016.0,0.104,0.094,27.9,9.93,4.58,2.37,10.0,0.95,37.3,0.0,14.58
08-04-2010,29.2,34.2,24.3,0.0,0.0,0.0,43.9,18.0,32.3,11.4,19.2,1012.3,0.071,0.057,27.9,13.36,4.93,2.28,10.0,1.06,41.1,0.0,11.49
09-04-2010,29.2,33.6,24.7,0.0,0.0,0.0,54.6,20.1,24.8,13.7,25.7,1016.2,0.12,0.125,27.8,16.91,6.02,1.84,10.0,1.14,33.7,0.0,17.46
10-04-2010,28.9,35.0,22.9,0.0,0.0,0.0,55.9,20.1,59.9,12.0,21.0,1012.3,0.056,0.054,27.6,16.56,5.69,1.76,10.0,1.23,40.3,0.0,11.19
11-04-2010,28.7,32.2,25.3,0.0,0.0,0.0,62.4,21.2,50.0,10.1,18.8,1009.4,0.112,0.108,27.4,14.81,5.27,1.48,10.0,0.99,30.3,0.0,17.44
12-04-2010,28.6,32.7,24.6,0.0,0.0,0.0,42.8,17.2,47.1,11.1,18.4,1017.0,0.11,0.09,27.3,13.59,5.46,2.25,10.0,0.66,42.2,0.0,15.28
13-04-2010,28.8,34.7,22.8,0.0,0.0,0.0,45.0,17.8,48.1,13.0,19.9,1013.9,0.131,0.097,27.4,13.34,4.11,2.17,10.0,1.04,27.7,0.0,17.6
14-04-2010,28.9,34.7,23.1,0.0,0.0,0.0,35.3,16.0,55.8,12.8,20.3,1017.1,0.125,0.116,27.6,14.28,5.28,2.58,10.0,0.77,38.7,0.0,16.03
15-04-2010,29.0,32.2,25.8,0.0,0.0,0.0,63.7,21.7,46.1,11.7,17.6,1012.6,0.102,0.092,27.6,14.5,6.12,1.45,10.0,1.05,48.3,0.0,16.57
16-04-2010,29.2,34.4,24.1,0.0,0.0,0.0,50.0,19.2,33.8,13.4,26.5,1011.8,0.104,0.077,27.9,14.88,5.3,2.03,10.0,1.08,51.9,0.0,15.4
17-04-2010,28.8,34.3,23.2,0.0,0.0,0.0,34.8,15.7,60.1,14.6,22.3,1011.3,0.084,0.072,27.4,13.55,4.54,2.58,10.0,1.29,42.8,0.0,11.88
18-04-2010,28.8,33.6,24.1,0.0,0.0,0.0,39.4,16.7,64.8,10.6,17.1,1015.0,0.098,0.069,27.5,15.16,5.46,2.4,10.0,0.91,45.7,0.0,13.74
19-04-2010,29.0,33.2,24.9,0.0,0.0,0.0,51.8,19.4,49.4,11.7,22.0,1014.8,0.113,0.11,27.7,16.58,7.01,1.94,10.0,1.06,38.6,0.0,16.48
20-04-2010,29.3,34.1,24.5,0.0,0.0,0.0,55.9,20.5,43.4,12.0,20.1,1014.4,0.166,0.144,27.9,16.37,5.51,1.8,10.0,1.3,28.2,0.0,22.19
21-04-2010,29.4,33.8,25.0,0.1,0.1,1.0,72.1,23.8,92.5,12.1,21.8,1019.3,0.051,0.05,28.0,7.35,4.16,1.14,13.0,0.8,44.3,0.1,12.32
22-04-2010,29.2,34.6,23.8,0.0,0.0,0.0,56.1,20.4,38.4,9.5,15.7,1016.1,0.128,0.124,27.8,16.64,4.91,1.77,11.6,0.95,49.1,0.1,18.42
23-04-2010,29.0,33.7,24.2,0.0,0.0,0.0,48.0,18.6,58.9,15.4,25.1,1010.6,0.14,0.125,27.6,13.28,5.11,2.08,13.8,1.14,34.1,0.1,18.81
24-04-2010,29.0,34.5,23.5,0.0,0.0,0.0,49.5,18.9,47.3,16.3,45.6,1015.3,0.104,0.076,27.7,16.45,6.08,2.03,10.0,1.05,51.1,0.1,15.36
25-04-2010,28.7,33.5,23.9,0.0,0.0,0.0,45.5,17.8,52.0,6.8,13.1,1014.1,0.124,0.123,27.4,15.88,5.9,2.15,10.0,1.17,58.0,0.1,16.96
26-04-2010,29.1,34.3,23.9,0.0,0.0,0.0,48.5,18.8,66.8,15.1,24.8,1009.8,0.15,0.137,27.7,13.64,5.28,2.07,10.0,0.85,56.8,0.0,19.85
27-04-2010,29.1,34.4,23.8,0.0,0.0,0.0,47.2,18.5,59.7,12.7,24.3,1017.5,0.16,0.129,27.7,15.81,5.6,2.13,10.0,0.91,44.7,0.0,20.72
28-04-2010,29.3,33.4,25.1,0.0,0.0,0.0,60.1,21.3,41.0,13.9,34.0,1013.3,0.21,0.174,27.9,18.57,5.35,1.62,10.0,1.18,34.9,0.0,27.01
29-04-2010,29.1,34.1,24.1,0.0,0.0,0.0,49.0,18.9,54.3,14.0,26.1,1009.2,0.2,0.189,27.7,16.98,6.72,2.05,10.0,1.09,53.4,0.0,24.9
30-04-2010,29.5,34.6,24.5,0.0,0.0,0.0,58.9,21.3,78.5,10.2,16.1,1017.0,0.159,0.141,28.1,19.1,5.81,1.7,10.0,1.41,55.6,0.0,21.79
01-05-2010,30.3,35.7,24.9,0.0,0.0,0.0,56.0,21.5,55.9,10.5,16.0,1015.1,0.093,0.09,28.7,22.18,7.79,1.9,26.8,1.12,49.9,0.0,14.9
02-05-2010,31.0,37.6,24.4,0.0,0.0,0.0,59.9,23.0,43.9,8.6,14.9,1016.0,0.144,0.124,29.3,15.81,5.65,1.8,18.9,1.15,49.3,0.0,20.39
03-05-2010,31.3,35.4,27.1,0.0,0.0,0.0,61.5,23.6,38.5,10.7,16.7,1015.8,0.143,0.114,29.6,17.14,5.0,1.76,18.5,1.27,49.7,0.0,20.45
04-05-2010,31.3,36.5,26.1,0.0,0.0,0.0,64.5,24.2,72.1,11.2,20.9,1014.9,0.119,0.11,29.6,17.6,6.09,1.63,24.0,1.01,50.4,0.0,18.35
05-05-2010,31.6,35.2,28.0,0.0,0.0,0.0,64.5,24.5,88.6,12.8,24.6,1015.2,0.206,0.185,29.9,19.67,6.8,1.65,15.4,0.67,47.8,0.0,27.05
06-05-2010,31.5,36.7,26.3,0.0,0.0,0.0,56.2,22.7,41.0,14.9,22.4,1016.6,0.19,0.169,29.8,19.07,7.62,2.02,17.0,0.9,67.6,0.0,24.62
07-05-2010,31.3,36.3,26.3,0.0,0.0,0.0,64.7,24.2,71.3,9.0,15.7,1014.4,0.189,0.179,29.6,12.92,5.27,1.61,24.8,0.99,68.4,0.0,25.37
08-05-2010,31.1,38.2,24.0,0.0,0.0,0.0,59.4,23.0,37.9,9.1,15.8,1015.1,0.186,0.175,29.4,17.15,5.76,1.84,16.4,0.98,47.3,0.0,24.54
09-05-2010,31.0,36.9,25.2,0.0,0.0,0.0,63.7,23.8,57.9,10.5,24.8,1013.8,0.143,0.123,29.4,16.78,6.53,1.63,16.4,1.06,60.8,0.0,20.67
10-05-2010,31.0,35.2,26.8,0.0,0.0,0.0,79.3,26.9,54.2,13.4,36.4,1016.4,0.189,0.176,29.4,16.91,6.1,0.93,22.0,1.18,60.0,0.0,26.83
11-05-2010,30.9,35.8,26.0,0.0,0.0,0.0,76.9,26.3,32.5,11.6,21.3,1014.2,0.162,0.147,29.3,16.83,4.92,1.03,19.1,1.25,43.3,0.0,23.89
12-05-2010,30.8,35.3,26.3,0.0,0.0,0.0,61.0,23.0,62.3,16.3,35.6,1013.9,0.191,0.167,29.2,19.92,6.78,1.73,20.5,0.87,59.6,0.0,25.2
13-05-2010,30.8,35.4,26.1,0.0,0.0,0.0,64.3,23.6,66.7,12.6,30.9,1019.5,0.181,0.159,29.2,18.49,7.11,1.58,19.2,1.0,58.5,0.0,24.53
