time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),relative_humidity_2m_mean (%),dew_point_2m_mean (°C),cloud_cover_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_max (km/h),pressure_msl_mean (hPa),soil_moisture_0_to_7cm_mean (m³/m³),soil_moisture_7_to_28cm_mean (m³/m³),soil_temperature_0_to_7cm_mean (°C),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),vapour_pressure_deficit_max (kPa),river_discharge (cumecs),water_level (m),reservoir_storage_pct (%),antecedent_precip_index (mm),catchment_wetness_index
21-02-2010,18.6,24.3,13.0,0.0,0.0,0.0,20.0,2.6,18.7,7.1,10.7,1012.9,0.05,0.05,18.8,7.79,3.1,1.77,2148.1,45.38,5.0,0.9,7.09
22-02-2010,18.8,22.9,14.7,0.0,0.0,0.0,20.0,2.8,14.1,6.5,10.7,1012.0,0.05,0.052,19.0,8.1,3.29,1.73,2470.1,45.36,14.5,0.8,7.08
23-02-2010,19.5,25.2,13.8,0.0,0.0,0.0,20.0,3.5,29.5,14.4,23.8,1012.3,0.05,0.05,19.6,8.48,1.98,1.94,2067.9,45.07,5.0,0.7,7.07
24-02-2010,20.3,25.2,15.4,0.0,0.0,0.0,20.0,4.3,0.0,9.1,18.1,1017.3,0.05,0.052,20.2,8.61,3.32,2.25,2117.0,45.07,5.0,0.6,7.06
25-02-2010,19.6,24.2,14.9,0.0,0.0,0.0,30.2,5.6,14.5,11.6,18.3,1015.3,0.05,0.05,19.6,9.36,3.53,1.59,2325.7,45.03,5.0,0.5,8.07
26-02-2010,18.9,25.5,12.3,0.0,0.0,0.0,21.3,3.2,3.7,13.9,23.4,1014.3,0.05,0.05,19.1,9.17,3.53,1.72,2348.6,45.34,16.5,0.4,7.17
27-02-2010,18.6,22.6,14.6,0.0,0.0,0.0,21.3,2.9,22.4,11.4,17.3,1007.5,0.05,0.05,18.8,11.8,5.22,1.69,1944.0,45.09,5.0,0.3,7.16
28-02-2010,20.7,25.2,16.2,0.0,0.0,0.0,20.0,4.7,31.5,10.0,21.4,1011.7,0.062,0.05,20.6,11.76,4.86,1.97,2180.4,45.09,17.5,0.3,8.23
01-03-2010,22.0,25.9,18.2,0.0,0.0,0.0,27.5,7.5,24.2,7.1,11.9,1019.7,0.05,0.05,21.7,8.78,3.66,1.92,4591.2,45.47,5.0,0.2,7.77
02-03-2010,23.1,28.6,17.6,0.0,0.0,0.0,22.3,7.6,31.3,8.4,17.5,1011.0,0.05,0.05,22.7,9.89,4.36,2.2,4199.0,45.34,12.2,0.2,7.25
03-03-2010,22.3,28.4,16.2,0.0,0.0,0.0,20.0,6.3,40.0,11.1,20.4,1013.7,0.05,0.05,21.9,12.98,4.89,2.16,3676.8,45.53,21.7,0.2,7.02
04-03-2010,22.0,28.1,15.9,0.0,0.0,0.0,21.6,6.3,29.6,13.9,22.5,1013.2,0.052,0.053,21.7,8.48,3.7,2.07,4401.7,45.53,14.2,0.2,7.38
05-03-2010,22.4,28.2,16.6,0.0,0.0,0.0,25.4,7.5,33.9,8.8,16.5,1009.2,0.05,0.05,22.0,7.96,3.86,2.02,3606.6,45.57,14.0,0.1,7.55
06-03-2010,23.4,28.1,18.7,0.1,0.1,2.0,26.2,8.6,71.6,8.5,14.4,1010.8,0.055,0.05,22.9,4.17,1.36,2.12,3199.4,45.29,11.9,0.2,8.14
07-03-2010,23.8,28.4,19.3,0.0,0.0,0.0,37.3,11.3,63.7,11.8,19.2,1008.9,0.05,0.05,23.3,7.25,3.95,1.85,4038.7,45.53,5.0,0.2,8.75
08-03-2010,23.9,27.5,20.3,0.0,0.0,0.0,21.6,8.2,22.5,8.1,14.8,1008.7,0.05,0.05,23.3,8.94,3.55,2.33,2907.7,45.39,16.5,0.2,7.18
09-03-2010,23.5,29.9,17.1,0.0,0.0,0.0,20.7,7.7,11.4,11.8,23.0,1015.3,0.05,0.05,23.0,6.98,3.55,2.3,3145.7,45.48,17.8,0.1,7.08
10-03-2010,23.3,28.5,18.0,2.1,2.1,3.0,34.6,10.2,7.5,7.9,14.6,1011.6,0.05,0.05,22.8,4.4,2.38,1.87,3687.9,45.48,13.9,2.2,8.68
11-03-2010,23.0,27.6,18.5,0.0,0.0,0.0,35.5,10.1,55.7,11.3,19.1,1019.5,0.058,0.061,22.6,13.51,5.05,1.82,4206.9,45.3,5.0,1.9,9.54
12-03-2010,23.5,29.4,17.6,0.0,0.0,0.0,26.6,8.8,19.0,9.6,15.3,1016.4,0.05,0.05,23.0,7.4,3.73,2.13,4136.8,45.62,15.6,1.6,7.82
13-03-2010,23.7,27.9,19.6,0.0,0.0,0.0,38.6,11.5,35.1,11.0,22.0,1013.9,0.05,0.05,23.2,10.65,4.09,1.8,2967.1,45.51,13.1,1.4,9.0
14-03-2010,24.2,29.5,19.0,0.0,0.0,0.0,27.3,9.7,38.8,13.1,21.3,1016.4,0.05,0.05,23.6,9.31,4.27,2.2,3098.4,45.41,6.7,1.2,7.85
15-03-2010,22.6,27.4,17.8,0.0,0.0,0.0,20.0,6.6,41.6,10.5,18.7,1007.5,0.05,0.05,22.2,11.27,4.47,2.21,3032.1,45.32,18.1,1.0,7.1
16-03-2010,22.9,28.3,17.5,0.0,0.0,0.0,24.4,7.8,26.5,12.0,18.4,1013.9,0.054,0.05,22.5,11.04,3.75,2.11,3496.4,45.7,12.2,0.8,7.92
17-03-2010,22.3,27.2,17.4,0.0,0.0,0.0,26.2,7.6,42.8,8.8,16.8,1017.4,0.05,0.05,22.0,12.62,4.08,1.99,3583.2,45.55,20.0,0.7,7.69
18-03-2010,23.2,27.1,19.4,0.0,0.0,0.0,37.4,10.7,39.7,9.3,22.5,1010.3,0.05,0.052,22.8,11.87,4.59,1.78,3366.7,45.51,18.6,0.6,8.8
19-03-2010,23.0,28.0,17.9,0.0,0.0,0.0,29.2,8.8,22.0,7.7,12.9,1016.4,0.05,0.05,22.5,8.81,3.12,1.98,3271.4,45.45,16.8,0.5,7.97
20-03-2010,22.1,27.9,16.4,2.0,2.0,1.0,34.0,8.9,77.2,10.8,18.8,1015.1,0.11,0.111,21.8,5.94,2.81,1.76,3341.9,45.33,12.5,2.4,14.64
21-03-2010,22.2,27.1,17.2,0.0,0.0,0.0,22.4,6.6,43.7,11.9,26.1,1009.7,0.05,0.05,21.8,7.78,2.76,2.07,4216.9,45.67,34.9,2.1,7.45
22-03-2010,22.3,27.8,16.7,0.0,0.0,0.0,20.0,6.3,14.9,12.2,24.1,1019.2,0.05,0.05,21.9,8.17,3.96,2.15,3311.4,45.34,31.9,1.8,7.18
23-03-2010,23.6,27.8,19.4,0.0,0.0,0.0,56.4,14.9,29.2,16.2,40.2,1017.9,0.08,0.081,23.1,14.46,5.72,1.27,2915.5,45.49,17.6,1.5,13.79
24-03-2010,23.5,28.5,18.6,0.0,0.0,0.0,29.8,9.5,29.5,12.6,20.1,1016.4,0.05,0.062,23.0,13.24,5.19,2.04,4416.6,45.3,26.1,1.3,8.11
25-03-2010,23.1,27.6,18.5,0.0,0.0,0.0,39.9,11.0,27.5,9.9,16.7,1010.5,0.05,0.05,22.6,11.03,3.99,1.69,3491.7,45.59,28.9,1.1,9.1
26-03-2010,22.3,27.8,16.7,0.0,0.0,0.0,27.3,7.7,45.9,18.2,30.6,1012.0,0.05,0.05,21.9,12.26,4.46,1.95,3639.0,45.49,30.3,0.9,7.82
27-03-2010,22.8,27.9,17.8,1.1,1.1,1.0,57.4,14.3,76.7,8.9,15.1,1014.3,0.098,0.075,22.4,7.28,2.94,1.19,3258.8,45.48,30.0,1.9,15.73
28-03-2010,23.3,28.8,17.8,0.0,0.0,0.0,31.3,9.6,21.5,11.9,26.6,1019.0,0.07,0.059,22.8,12.93,5.69,1.96,3636.8,45.74,29.7,1.6,10.29
29-03-2010,23.3,29.1,17.5,0.0,0.0,0.0,53.8,14.0,33.2,14.7,23.1,1014.0,0.05,0.05,22.8,11.4,4.18,1.32,3197.5,45.38,36.1,1.4,10.52
30-03-2010,23.1,28.6,17.6,0.0,0.0,0.0,55.2,14.2,56.3,13.1,28.5,1015.3,0.075,0.082,22.7,11.38,4.47,1.27,3087.9,45.4,14.5,1.2,13.14
31-03-2010,24.0,29.2,18.8,0.0,0.0,0.0,31.1,10.2,27.2,5.2,9.1,1012.6,0.086,0.099,23.4,9.92,3.47,2.06,3209.2,45.36,27.8,1.0,11.81
01-04-2010,25.5,29.8,21.3,0.0,0.0,0.0,50.5,15.6,29.6,13.5,23.4,1020.0,0.069,0.063,24.7,11.98,4.37,1.62,6013.1,45.92,42.4,0.8,12.03
02-04-2010,26.1,31.1,21.1,0.0,0.0,0.0,56.2,17.3,7.2,9.9,16.4,1011.7,0.088,0.081,25.2,10.97,4.82,1.48,8161.2,45.72,22.1,0.7,14.49
03-04-2010,26.0,30.6,21.4,3.3,3.3,5.0,39.0,13.8,73.1,9.3,16.1,1015.3,0.095,0.089,25.1,7.53,4.07,2.05,7161.2,45.76,33.0,3.9,13.79
04-04-2010,25.6,30.3,20.8,0.0,0.0,0.0,30.5,11.7,45.1,6.5,12.9,1018.8,0.05,0.05,24.7,14.52,4.79,2.28,8368.4,46.04,21.1,3.3,8.38
05-04-2010,25.3,30.1,20.6,0.0,0.0,0.0,26.3,10.6,37.7,12.1,20.6,1013.2,0.137,0.116,24.5,11.64,4.5,2.38,7775.0,46.12,33.7,2.8,16.61
06-04-2010,25.5,29.8,21.3,0.0,0.0,0.0,36.1,12.8,19.1,10.3,20.1,1014.1,0.1,0.09,24.7,12.26,5.16,2.09,9770.3,46.12,21.9,2.4,13.85
07-04-2010,25.7,29.3,22.2,0.0,0.0,0.0,36.2,13.0,38.6,12.7,21.1,1012.2,0.05,0.05,24.9,13.51,5.59,2.11,6503.8,45.66,30.0,2.0,8.82
08-04-2010,26.2,30.7,21.7,5.5,5.5,4.0,52.1,16.6,35.5,9.1,14.2,1010.7,0.125,0.11,25.2,6.6,2.69,1.63,6724.9,45.72,30.9,7.2,18.43
09-04-2010,26.0,31.1,20.9,0.0,0.0,0.0,35.2,13.0,42.3,22.4,37.2,1011.2,0.15,0.136,25.1,16.75,5.98,2.18,7947.6,45.84,42.5,6.1,19.13
10-04-2010,25.5,29.5,21.5,0.0,0.0,0.0,61.5,17.8,94.2,10.5,19.8,1019.7,0.111,0.101,24.7,9.42,3.22,1.26,7936.0,45.96,32.3,5.2,17.77
11-04-2010,25.4,30.4,20.4,2.9,2.9,3.0,56.8,16.7,68.9,15.2,31.5,1010.2,0.098,0.089,24.6,6.33,1.85,1.4,6836.7,45.61,38.6,7.3,16.21
12-04-2010,25.3,31.7,18.9,10.0,10.0,1.0,60.6,17.5,85.0,15.2,29.5,1012.7,0.14,0.121,24.5,8.45,3.09,1.27,8433.1,45.85,35.9,16.2,21.68
13-04-2010,25.5,31.3,19.8,2.6,2.6,1.0,66.0,18.7,86.6,14.7,24.1,1010.9,0.109,0.106,24.7,7.22,3.02,1.11,6812.6,45.74,51.9,16.4,19.14
14-04-2010,25.6,31.8,19.4,0.0,0.0,0.0,50.5,15.7,39.6,9.3,16.4,1012.6,0.104,0.104,24.8,15.03,4.53,1.63,8243.0,46.15,27.7,13.9,16.84
15-04-2010,25.8,31.1,20.6,2.1,2.1,2.0,57.1,17.3,77.3,17.6,28.8,1014.1,0.112,0.09,25.0,7.8,4.44,1.43,6563.1,45.93,24.7,14.0,18.31
16-04-2010,26.6,32.5,20.8,6.7,6.7,1.0,52.9,17.2,27.5,12.7,23.7,1015.5,0.13,0.117,25.6,7.12,2.94,1.64,7232.6,45.7,36.8,18.6,20.15
17-04-2010,26.7,31.1,22.3,0.0,0.0,0.0,57.3,18.2,53.2,13.1,21.9,1019.3,0.128,0.119,25.7,13.86,5.79,1.5,6535.4,45.84,55.6,15.8,20.11
18-04-2010,26.7,31.2,22.2,3.6,3.6,1.0,62.8,19.3,85.6,11.7,22.6,1017.8,0.135,0.124,25.7,7.22,3.19,1.3,7003.0,45.94,35.4,17.0,21.48
19-04-2010,26.1,29.0,23.2,3.5,3.5,1.0,63.0,18.7,77.7,11.9,17.9,1017.1,0.077,0.072,25.2,8.11,3.74,1.25,6584.4,45.41,51.1,18.0,15.8
20-04-2010,25.5,31.3,19.7,6.2,6.2,1.0,57.0,16.9,65.0,12.1,19.7,1017.3,0.116,0.087,24.7,8.25,2.6,1.4,8377.0,45.77,44.1,21.5,19.45
21-04-2010,25.4,31.5,19.3,1.6,1.6,1.0,64.8,18.4,89.6,7.3,15.6,1009.8,0.165,0.166,24.6,10.0,4.01,1.14,9479.2,46.55,49.2,19.8,24.96
22-04-2010,25.4,29.9,20.9,2.5,2.5,2.0,56.7,16.8,88.3,12.7,20.5,1015.2,0.116,0.104,24.6,7.94,2.77,1.41,6126.7,45.86,58.9,19.4,19.21
23-04-2010,26.7,31.5,22.0,5.1,5.1,1.0,66.0,19.9,70.9,14.4,23.8,1018.9,0.089,0.08,25.7,7.57,3.0,1.2,8331.8,46.21,51.8,21.6,17.66
24-04-2010,26.7,31.0,22.4,0.0,0.0,0.0,51.9,17.1,74.4,10.3,20.3,1020.7,0.2,0.187,25.7,15.37,5.77,1.68,8432.2,45.99,58.6,18.3,27.02
25-04-2010,26.8,31.9,21.6,1.0,1.0,1.0,70.3,20.8,80.2,11.7,17.9,1018.6,0.199,0.164,25.8,7.87,3.09,1.04,7148.6,45.84,63.1,16.6,28.59
26-04-2010,26.0,31.7,20.3,1.1,1.1,1.0,54.5,16.9,48.7,6.9,11.1,1013.4,0.181,0.161,25.1,8.15,3.01,1.53,5946.2,45.6,47.8,15.2,25.07
27-04-2010,25.7,29.3,22.2,0.0,0.0,0.0,56.1,16.9,58.1,15.3,29.8,1017.1,0.142,0.124,24.9,17.24,5.96,1.45,6195.3,46.09,47.9,12.9,21.1
28-04-2010,26.0,31.1,20.8,0.0,0.0,0.0,61.8,18.3,42.9,16.7,40.8,1012.4,0.161,0.157,25.1,21.67,7.61,1.28,7706.5,45.96,57.2,11.0,23.38
29-04-2010,26.2,30.8,21.6,0.0,0.0,0.0,57.4,17.7,61.4,12.7,24.9,1019.1,0.122,0.111,25.3,16.64,5.63,1.45,6361.8,45.85,41.5,9.3,18.87
30-04-2010,27.5,32.4,22.6,0.0,0.0,0.0,45.9,16.7,0.0,13.1,20.4,1012.1,0.137,0.116,26.4,14.23,5.37,1.98,6823.4,46.1,48.8,7.9,19.08
01-05-2010,27.5,32.7,22.4,2.8,2.8,1.0,61.8,19.9,98.6,12.9,26.3,1011.8,0.129,0.116,26.4,10.06,3.74,1.4,10995.1,46.01,59.9,9.5,20.03
02-05-2010,28.4,33.0,23.7,0.3,0.3,3.0,78.5,24.1,91.8,14.2,24.1,1018.3,0.178,0.16,27.1,9.07,2.78,0.83,16362.6,46.39,65.1,8.4,26.49
03-05-2010,27.7,32.4,23.0,3.1,3.1,1.0,68.3,21.4,99.2,12.8,25.1,1014.9,0.261,0.226,26.6,7.01,3.6,1.18,17935.6,46.71,61.6,10.2,33.95
04-05-2010,28.2,32.8,23.6,3.8,3.8,1.0,62.8,20.7,75.5,15.1,23.9,1017.1,0.16,0.142,26.9,8.9,3.85,1.42,13105.1,46.13,52.5,12.5,23.53
05-05-2010,28.4,33.9,22.9,22.3,22.3,6.0,79.9,24.4,93.3,14.1,22.9,1017.3,0.213,0.204,27.2,8.9,3.1,0.78,15438.0,46.12,58.8,32.9,32.58
06-05-2010,28.5,33.6,23.5,9.2,9.2,1.0,82.7,25.1,79.5,14.3,31.4,1011.3,0.225,0.208,27.3,9.58,3.03,0.67,13616.2,46.39,49.2,37.2,34.49
07-05-2010,28.2,33.1,23.3,5.7,5.7,1.0,61.4,20.5,61.8,13.1,29.1,1015.0,0.203,0.197,27.0,11.31,3.92,1.48,16593.2,46.55,59.3,37.3,30.17
08-05-2010,27.6,31.3,23.8,0.0,0.0,0.0,57.3,19.0,44.7,14.1,22.6,1012.4,0.201,0.185,26.4,17.8,6.43,1.57,16193.0,46.29,45.9,31.7,29.0
09-05-2010,27.7,32.1,23.3,0.7,0.7,1.0,69.0,21.5,71.9,9.7,14.8,1008.8,0.187,0.171,26.6,8.58,3.34,1.15,15836.1,46.42,74.1,27.7,28.37
10-05-2010,27.4,32.8,22.1,4.1,4.1,1.0,76.5,22.7,96.1,6.2,14.2,1014.4,0.209,0.169,26.3,9.09,3.81,0.86,18081.6,46.54,66.6,27.6,31.31
11-05-2010,27.4,32.1,22.7,8.9,8.9,1.0,71.3,21.7,95.8,11.7,18.8,1012.6,0.143,0.136,26.3,8.67,2.71,1.05,18827.7,46.49,60.0,32.4,24.67
