time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),relative_humidity_2m_mean (%),dew_point_2m_mean (°C),cloud_cover_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_max (km/h),pressure_msl_mean (hPa),soil_moisture_0_to_7cm_mean (m³/m³),soil_moisture_7_to_28cm_mean (m³/m³),soil_temperature_0_to_7cm_mean (°C),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),vapour_pressure_deficit_max (kPa),river_discharge (cumecs),water_level (m),reservoir_storage_pct (%),antecedent_precip_index (mm),catchment_wetness_index
11-01-2010,15.3,20.0,10.6,0.0,0.0,0.0,20.0,-0.7,26.6,7.4,17.5,1008.6,0.05,0.05,16.0,5.09,2.16,1.47,1345.6,45.61,5.0,0.3,7.03
12-01-2010,15.7,20.5,10.8,0.0,0.0,0.0,20.0,-0.3,0.0,11.6,18.2,1009.9,0.05,0.05,16.3,5.61,2.33,1.79,1381.9,45.62,5.0,0.2,7.02
13-01-2010,16.0,19.4,12.5,0.0,0.0,0.0,20.0,-0.0,0.0,8.9,14.4,1009.8,0.05,0.05,16.6,2.69,1.62,1.87,1344.3,45.66,5.0,0.2,7.02
14-01-2010,16.1,19.1,13.1,0.0,0.0,0.0,20.0,0.1,16.4,4.9,8.7,1002.5,0.05,0.05,16.7,6.83,1.83,1.59,1117.7,45.82,5.0,0.2,7.02
15-01-2010,15.9,20.0,11.7,0.0,0.0,0.0,20.0,-0.1,2.1,2.9,5.0,1013.3,0.05,0.05,16.5,2.45,1.58,1.64,1647.9,45.87,5.0,0.1,7.01
16-01-2010,16.5,19.8,13.2,0.2,0.2,1.0,20.0,0.5,0.0,10.3,17.5,1005.6,0.05,0.05,17.0,2.65,1.1,1.81,1238.0,45.77,5.0,0.3,7.03
17-01-2010,16.6,21.4,11.9,0.0,0.0,0.0,20.0,0.6,0.0,7.3,11.8,1011.1,0.05,0.05,17.1,8.55,3.33,1.84,1658.4,45.83,5.0,0.3,7.03
18-01-2010,15.5,19.3,11.7,0.0,0.0,0.0,20.0,-0.5,1.4,10.7,18.7,1011.6,0.05,0.05,16.2,5.68,1.95,1.53,1630.1,45.65,5.0,0.2,7.02
19-01-2010,15.0,19.3,10.8,0.0,0.0,0.0,20.0,-1.0,0.0,10.8,19.8,1008.3,0.05,0.05,15.8,4.31,1.26,1.58,1456.4,46.08,5.0,0.2,7.02
20-01-2010,13.9,17.7,10.1,0.0,0.0,0.0,20.0,-2.1,4.4,6.0,14.4,1006.9,0.05,0.05,14.8,6.45,3.15,1.46,1527.6,45.8,5.0,0.2,7.02
21-01-2010,14.7,19.1,10.4,0.2,0.2,1.0,20.0,-1.3,10.3,7.3,11.1,1010.9,0.05,0.05,15.5,1.91,0.91,1.37,1390.2,45.72,5.0,0.3,7.03
22-01-2010,14.9,18.5,11.3,0.0,0.0,0.0,20.0,-1.1,0.0,9.0,14.7,1011.6,0.05,0.05,15.6,6.52,2.68,1.63,1578.9,46.06,5.0,0.3,7.03
23-01-2010,15.4,20.1,10.8,0.0,0.0,0.0,21.9,-0.2,0.0,7.5,12.7,1011.5,0.05,0.05,16.1,3.86,1.52,1.37,1512.6,45.84,5.0,0.2,7.21
24-01-2010,15.2,19.5,10.8,0.0,0.0,0.0,20.0,-0.8,2.7,10.0,17.5,1008.9,0.05,0.05,15.9,4.37,1.75,1.63,1694.3,46.0,5.0,0.2,7.02
25-01-2010,15.3,18.6,12.0,0.6,0.6,1.0,20.4,-0.6,37.7,9.1,16.5,1008.9,0.05,0.05,16.0,1.94,1.32,1.38,1636.3,45.62,5.0,0.8,7.12
26-01-2010,14.9,18.4,11.4,0.0,0.0,0.0,20.0,-1.1,0.0,1.7,2.6,1012.9,0.05,0.05,15.7,6.8,2.99,1.56,1722.9,45.85,5.0,0.7,7.07
27-01-2010,14.4,17.9,11.0,0.0,0.0,0.0,20.0,-1.6,25.1,10.1,18.3,1010.1,0.05,0.055,15.3,5.71,2.62,1.38,1518.7,45.43,5.0,0.6,7.06
28-01-2010,15.1,19.6,10.6,0.0,0.0,0.0,20.0,-0.9,27.6,8.9,16.0,1010.4,0.05,0.05,15.8,5.83,2.95,1.84,1491.4,45.62,5.0,0.5,7.05
29-01-2010,15.4,21.3,9.6,0.0,0.0,0.0,20.0,-0.6,0.0,12.2,20.0,1012.1,0.05,0.05,16.1,5.21,1.96,1.75,1361.4,46.06,5.0,0.4,7.04
30-01-2010,15.4,18.9,11.9,0.0,0.0,0.0,20.0,-0.6,0.0,5.6,11.3,1012.2,0.05,0.05,16.1,5.28,2.42,1.56,1553.9,45.53,5.0,0.3,7.03
31-01-2010,15.1,18.9,11.3,0.0,0.0,0.0,20.0,-0.9,0.0,8.7,13.3,1010.2,0.05,0.05,15.8,7.22,3.65,1.54,1723.3,45.65,5.0,0.3,7.03
01-02-2010,16.7,22.1,11.3,0.0,0.0,0.0,20.0,0.7,0.0,7.6,14.1,1003.9,0.076,0.067,17.2,9.17,3.64,1.85,1338.0,45.61,5.0,0.2,9.62
02-02-2010,18.3,23.3,13.3,0.0,0.0,0.0,20.0,2.3,0.0,6.0,9.7,1013.8,0.05,0.05,18.5,8.6,3.33,1.96,1446.6,45.6,5.0,0.2,7.02
03-02-2010,19.7,25.0,14.4,0.0,0.0,0.0,20.0,3.7,0.0,5.0,9.4,1007.1,0.05,0.05,19.8,5.64,2.6,1.93,1417.5,45.43,5.0,0.2,7.02
04-02-2010,19.9,23.9,16.0,0.0,0.0,0.0,20.1,3.9,0.0,5.0,7.8,1008.3,0.05,0.05,19.9,8.02,2.89,1.86,1699.4,45.79,5.0,0.2,7.03
05-02-2010,19.8,25.0,14.6,0.0,0.0,0.0,20.0,3.8,12.7,13.4,24.6,1010.3,0.05,0.05,19.8,5.03,2.6,2.12,1301.3,45.7,5.0,0.1,7.01
06-02-2010,19.7,25.8,13.6,0.0,0.0,0.0,20.0,3.7,0.0,9.7,17.3,1012.3,0.05,0.05,19.7,3.27,2.2,1.93,1553.8,45.85,5.0,0.1,7.01
07-02-2010,19.6,24.6,14.5,0.0,0.0,0.0,20.0,3.6,0.4,14.0,21.2,1012.9,0.05,0.05,19.7,6.74,4.16,2.34,1655.7,45.55,18.3,0.1,7.01
08-02-2010,19.7,25.0,14.4,0.0,0.0,0.0,20.0,3.7,0.0,7.3,11.8,1013.5,0.05,0.05,19.8,6.33,3.15,1.95,1441.6,45.69,5.0,0.1,7.01
09-02-2010,20.0,23.1,16.9,0.0,0.0,0.0,20.0,4.0,0.0,13.1,23.7,1011.0,0.056,0.05,20.0,4.53,2.12,2.19,1317.1,45.51,18.5,0.1,7.61
10-02-2010,20.0,26.0,13.9,0.0,0.0,0.0,20.0,4.0,18.0,4.1,6.8,1012.6,0.05,0.05,20.0,6.62,2.46,1.94,1311.3,45.45,5.0,0.1,7.01
11-02-2010,19.9,24.9,14.8,0.4,0.4,1.0,23.7,4.6,29.2,8.7,19.4,1013.7,0.05,0.05,19.9,2.75,1.78,1.77,1443.1,45.96,5.0,0.4,7.41
12-02-2010,19.3,24.1,14.4,0.0,0.0,0.0,27.6,4.8,16.5,7.6,11.6,1014.0,0.05,0.05,19.4,10.22,4.91,1.62,1448.9,46.12,10.6,0.4,7.8
13-02-2010,18.9,23.8,14.0,0.3,0.3,2.0,26.9,4.3,46.7,11.1,17.7,1016.8,0.05,0.05,19.0,2.91,1.04,1.59,1511.8,45.66,5.0,0.6,7.75
14-02-2010,19.9,24.3,15.4,0.0,0.0,0.0,35.1,6.9,52.2,8.1,17.4,1014.9,0.05,0.05,19.9,2.0,0.83,1.5,1706.7,45.81,5.0,0.5,8.56
15-02-2010,19.3,23.8,14.8,0.0,0.0,0.0,20.0,3.3,24.1,6.7,10.2,1016.6,0.05,0.05,19.4,8.98,4.13,1.79,1576.1,45.63,5.0,0.5,7.05
16-02-2010,20.3,25.8,14.9,0.0,0.0,0.0,20.0,4.3,20.2,13.2,24.6,1009.0,0.05,0.05,20.3,10.75,3.8,2.2,1424.5,46.24,5.0,0.4,7.04
17-02-2010,19.7,25.6,13.9,0.0,0.0,0.0,24.5,4.6,0.0,14.5,23.9,1012.2,0.05,0.05,19.8,10.01,3.43,1.74,1399.0,45.54,7.1,0.3,7.48
18-02-2010,20.4,23.0,17.7,0.0,0.0,0.0,20.4,4.4,0.0,3.3,5.0,1009.6,0.05,0.05,20.3,9.22,3.16,1.9,1290.4,45.58,5.0,0.3,7.07
19-02-2010,19.8,23.9,15.6,0.0,0.0,0.0,20.0,3.8,3.7,7.4,12.8,1010.8,0.05,0.05,19.8,10.65,4.66,2.15,1488.3,45.62,5.0,0.2,7.02
20-02-2010,19.6,24.7,14.5,0.0,0.0,0.0,20.0,3.6,16.3,12.6,32.5,1013.8,0.05,0.05,19.7,5.42,3.44,2.05,1388.2,45.7,32.9,0.2,7.02
21-02-2010,20.0,25.2,14.9,0.0,0.0,0.0,20.0,4.0,5.3,4.3,8.3,1010.3,0.05,0.05,20.0,6.6,3.33,2.2,1332.6,45.66,5.0,0.2,7.02
22-02-2010,19.8,24.0,15.7,0.5,0.5,1.0,32.2,6.3,33.3,15.5,26.8,1014.5,0.05,0.05,19.8,2.64,1.76,1.57,1670.8,45.96,5.0,0.6,8.28
23-02-2010,20.4,25.8,14.9,0.0,0.0,0.0,20.0,4.4,0.0,10.4,17.8,1011.0,0.05,0.05,20.3,9.46,4.56,2.13,1757.9,45.86,5.0,0.5,7.05
24-02-2010,19.4,23.0,15.8,0.9,0.9,2.0,25.2,4.4,45.1,6.2,12.7,1014.6,0.05,0.05,19.5,4.72,2.08,1.68,1675.8,45.8,9.5,1.4,7.66
25-02-2010,19.0,22.8,15.1,0.0,0.0,0.0,25.2,4.0,12.8,5.8,10.8,1017.0,0.05,0.05,19.1,11.01,3.88,1.64,1665.7,45.78,12.6,1.2,7.64
26-02-2010,19.1,23.8,14.4,0.0,0.0,0.0,25.0,4.1,0.0,11.0,17.4,1014.7,0.05,0.05,19.2,7.3,2.11,1.66,1700.5,46.02,15.7,1.0,7.6
27-02-2010,19.1,23.8,14.5,0.0,0.0,0.0,35.5,6.2,32.3,8.5,15.0,1012.1,0.05,0.05,19.3,11.24,3.49,1.43,1382.2,45.68,17.1,0.8,8.63
28-02-2010,21.7,26.8,16.7,0.0,0.0,0.0,25.9,6.9,21.0,10.9,18.7,1008.0,0.05,0.05,21.5,9.78,3.23,1.93,1510.8,45.72,9.4,0.7,7.66
01-03-2010,23.1,28.3,17.9,0.0,0.0,0.0,28.6,8.8,31.6,9.6,15.4,1016.0,0.05,0.05,22.6,9.68,3.2,2.01,1844.4,45.69,5.0,0.6,7.92
02-03-2010,26.0,30.7,21.4,0.0,0.0,0.0,27.8,11.6,1.7,12.7,24.1,1008.8,0.05,0.05,25.1,8.85,3.27,2.43,1364.8,45.86,5.0,0.5,7.83
03-03-2010,26.0,31.7,20.3,0.0,0.0,0.0,30.4,12.1,16.8,7.9,19.3,1017.7,0.05,0.05,25.1,11.04,4.24,2.35,1869.3,45.82,5.0,0.4,8.08
04-03-2010,26.3,30.8,21.9,0.0,0.0,0.0,27.6,11.9,18.1,8.4,17.9,1009.9,0.064,0.065,25.4,9.75,3.78,2.48,1545.8,45.6,5.0,0.4,9.2
05-03-2010,25.1,30.5,19.7,0.0,0.0,0.0,27.7,10.6,21.3,11.7,20.6,1012.8,0.05,0.05,24.3,8.08,3.13,2.3,2015.0,46.09,10.1,0.3,7.8
06-03-2010,24.6,28.8,20.5,0.0,0.0,0.0,31.1,10.9,2.7,13.3,25.5,1010.8,0.05,0.05,23.9,11.11,3.93,2.14,1809.0,45.98,14.6,0.3,8.14
07-03-2010,24.2,28.3,20.1,0.0,0.0,0.0,39.9,12.2,19.8,9.4,16.7,1015.9,0.05,0.05,23.6,11.59,4.27,1.81,2087.3,46.35,20.8,0.2,9.01
08-03-2010,24.9,29.7,20.1,0.0,0.0,0.0,22.4,9.4,36.4,9.8,17.0,1012.1,0.09,0.083,24.2,11.01,4.61,2.44,1664.4,45.8,13.9,0.2,11.26
09-03-2010,24.3,28.0,20.6,0.0,0.0,0.0,20.3,8.3,19.3,8.5,13.0,1012.6,0.05,0.05,23.6,10.02,4.1,2.41,1875.2,45.67,15.6,0.2,7.05
10-03-2010,24.4,29.1,19.7,0.0,0.0,0.0,38.9,12.2,42.1,16.9,29.4,1016.6,0.058,0.05,23.7,9.58,4.77,1.87,1409.5,45.65,14.4,0.1,9.7
11-03-2010,24.6,30.2,19.0,0.0,0.0,0.0,32.5,11.1,18.6,9.9,18.7,1013.1,0.085,0.068,23.9,14.29,5.46,2.08,2082.9,45.93,17.7,0.1,11.76
12-03-2010,26.4,30.8,22.0,0.0,0.0,0.0,33.0,13.0,24.3,14.7,25.7,1009.5,0.05,0.05,25.4,12.78,4.91,2.31,1914.7,45.49,9.8,0.1,8.31
13-03-2010,26.4,31.5,21.4,0.0,0.0,0.0,30.3,12.5,43.8,13.0,23.2,1017.4,0.105,0.069,25.5,11.99,4.27,2.4,1856.6,45.4,26.6,0.1,13.54
14-03-2010,25.7,31.4,19.9,0.0,0.0,0.0,29.1,11.5,27.7,10.0,15.4,1012.1,0.093,0.07,24.8,12.84,4.94,2.34,1969.2,45.49,28.4,0.1,12.22
15-03-2010,25.2,30.4,20.0,0.0,0.0,0.0,32.3,11.6,35.6,7.5,11.5,1012.4,0.065,0.059,24.4,10.7,4.32,2.17,1708.4,45.96,22.9,0.1,9.74
16-03-2010,25.5,31.0,20.0,0.0,0.0,0.0,20.8,9.6,39.5,14.4,24.3,1014.5,0.058,0.05,24.7,12.48,4.85,2.58,1923.6,45.48,21.9,0.1,7.89
17-03-2010,26.0,31.5,20.5,0.0,0.0,0.0,32.6,12.5,38.5,11.5,17.4,1014.1,0.05,0.05,25.1,7.78,3.32,2.27,1953.8,45.83,34.2,0.0,8.26
18-03-2010,26.7,31.3,22.0,0.0,0.0,0.0,31.3,12.9,38.0,7.5,15.6,1014.2,0.05,0.052,25.7,11.33,5.27,2.4,1732.2,45.59,18.6,0.0,8.13
19-03-2010,27.0,31.8,22.1,0.0,0.0,0.0,35.3,14.0,40.9,16.2,24.4,1015.1,0.052,0.057,25.9,13.31,5.3,2.3,1600.3,45.96,16.0,0.0,8.73
20-03-2010,27.0,31.2,22.8,0.0,0.0,0.0,22.8,11.5,48.5,13.8,21.0,1011.0,0.073,0.061,25.9,7.95,3.7,2.75,1922.1,45.86,14.4,0.0,9.58
21-03-2010,26.9,32.5,21.2,0.0,0.0,0.0,35.7,14.0,24.6,9.8,18.8,1010.0,0.07,0.05,25.8,12.54,5.23,2.28,1640.8,45.51,22.0,0.0,10.57
22-03-2010,26.8,29.9,23.7,0.0,0.0,0.0,22.2,11.2,13.9,10.7,17.3,1014.1,0.059,0.057,25.8,12.0,5.12,2.74,1749.8,45.88,32.4,0.0,8.12
23-03-2010,26.9,31.4,22.3,0.0,0.0,0.0,20.0,10.9,39.2,10.9,19.1,1013.2,0.107,0.089,25.8,15.82,5.35,2.91,1517.0,45.78,22.0,0.0,12.7
24-03-2010,26.3,31.5,21.0,0.0,0.0,0.0,38.4,14.0,26.3,15.8,23.8,1014.7,0.069,0.059,25.3,8.37,3.09,2.11,2013.9,45.6,28.7,0.0,10.74
25-03-2010,24.9,29.7,20.2,0.0,0.0,0.0,38.3,12.6,26.2,13.7,22.0,1011.5,0.052,0.05,24.2,13.23,4.47,1.95,1781.3,45.87,14.9,0.0,9.03
26-03-2010,25.3,31.6,18.9,0.0,0.0,0.0,27.3,10.7,28.9,9.9,17.2,1018.1,0.05,0.05,24.5,14.62,4.8,2.34,1726.1,45.81,20.8,0.0,7.73
27-03-2010,25.4,31.0,19.8,0.0,0.0,0.0,32.4,11.8,24.4,12.7,20.0,1016.4,0.124,0.111,24.6,12.87,4.18,2.19,1823.8,45.82,34.1,0.0,15.64
28-03-2010,26.8,31.3,22.2,0.0,0.0,0.0,42.4,15.3,41.9,18.2,33.0,1014.8,0.065,0.069,25.8,13.87,4.97,2.03,1876.1,45.38,30.2,0.0,10.74
29-03-2010,26.7,32.8,20.7,0.0,0.0,0.0,37.1,14.2,40.7,13.2,25.4,1012.7,0.099,0.087,25.7,10.08,4.57,2.21,1744.2,45.65,41.4,0.0,13.61
30-03-2010,26.6,31.6,21.6,0.0,0.0,0.0,42.7,15.1,46.5,14.1,23.0,1013.4,0.107,0.107,25.6,10.73,4.62,1.99,1795.8,45.77,31.1,0.0,14.97
31-03-2010,28.6,34.1,23.1,0.0,0.0,0.0,43.1,17.2,17.3,10.8,17.3,1011.8,0.082,0.09,27.3,13.69,5.49,2.23,1775.2,46.03,45.6,0.0,12.51
01-04-2010,31.0,35.6,26.4,0.0,0.0,0.0,44.1,19.8,41.9,12.5,22.9,1013.3,0.098,0.101,29.3,10.86,4.34,2.51,2780.8,45.8,46.6,0.0,14.21
02-04-2010,33.4,39.0,27.8,0.0,0.0,0.0,47.2,22.8,28.4,12.3,22.6,1023.0,0.059,0.06,31.4,13.5,4.45,2.71,2969.0,46.09,34.3,0.0,10.62
03-04-2010,33.2,39.1,27.3,0.0,0.0,0.0,54.9,24.2,49.5,9.8,15.4,1016.6,0.09,0.082,31.3,13.82,5.33,2.3,3279.8,45.98,51.1,0.0,14.49
04-04-2010,33.1,39.0,27.1,0.0,0.0,0.0,28.6,18.8,59.4,10.5,16.4,1017.2,0.097,0.07,31.1,9.89,5.14,3.6,2942.0,45.75,26.7,0.0,12.56
05-04-2010,32.2,36.2,28.2,0.0,0.0,0.0,45.1,21.2,70.6,14.9,38.1,1019.3,0.088,0.089,30.4,14.3,4.93,2.64,2811.6,45.75,25.2,0.0,13.31
06-04-2010,32.2,37.1,27.4,0.0,0.0,0.0,43.9,21.0,52.0,7.7,14.5,1014.6,0.094,0.085,30.4,14.12,5.56,2.7,2328.2,46.28,48.7,0.0,13.79
07-04-2010,32.0,37.2,26.8,0.0,0.0,0.0,47.6,21.5,61.3,13.4,21.2,1018.2,0.137,0.121,30.2,11.9,4.49,2.49,3271.8,46.07,32.3,0.0,18.46
08-04-2010,32.3,36.6,28.0,0.0,0.0,0.0,28.2,18.0,20.5,15.1,27.5,1012.1,0.137,0.119,30.5,15.06,5.26,3.48,3059.0,45.86,26.1,0.0,16.52
09-04-2010,32.2,37.0,27.5,0.0,0.0,0.0,65.5,25.3,43.1,13.5,21.3,1018.7,0.073,0.055,30.4,11.9,3.89,1.66,2992.1,45.94,36.7,0.0,13.85
10-04-2010,32.5,36.5,28.5,0.0,0.0,0.0,51.5,22.8,41.8,14.8,29.9,1010.4,0.114,0.097,30.7,13.67,5.16,2.38,2928.6,45.7,34.0,0.0,16.55
11-04-2010,32.9,39.1,26.6,0.0,0.0,0.0,29.5,18.8,52.9,13.7,24.5,1011.7,0.149,0.133,31.0,11.52,4.72,3.52,2348.4,45.97,45.9,0.0,17.85
12-04-2010,33.2,38.1,28.4,0.0,0.0,0.0,49.0,23.0,38.2,13.4,21.6,1018.4,0.105,0.088,31.3,13.82,4.96,2.6,3090.5,45.92,47.5,0.0,15.4
13-04-2010,34.0,39.1,29.0,0.0,0.0,0.0,38.4,21.7,52.2,11.3,18.8,1017.6,0.126,0.117,31.9,16.22,6.03,3.28,3149.2,45.86,38.7,0.0,16.44
14-04-2010,33.7,38.3,29.0,0.0,0.0,0.0,51.4,24.0,37.8,11.7,27.7,1022.2,0.11,0.09,31.6,16.59,5.99,2.54,3736.2,45.96,39.5,0.0,16.14
15-04-2010,33.4,37.7,29.0,0.0,0.0,0.0,47.1,22.8,32.9,15.1,26.6,1010.8,0.078,0.089,31.4,17.87,5.65,2.72,2920.7,45.96,40.8,0.0,12.51
16-04-2010,32.7,38.5,26.8,0.0,0.0,0.0,46.5,22.0,18.0,16.4,28.6,1016.5,0.097,0.083,30.8,14.24,6.02,2.64,3209.1,46.15,43.6,0.0,14.35
17-04-2010,33.3,37.5,29.2,0.0,0.0,0.0,41.8,21.7,63.4,17.3,27.5,1014.3,0.135,0.127,31.3,19.96,6.79,2.98,3120.2,45.96,48.2,0.0,17.68
18-04-2010,33.4,39.1,27.8,0.1,0.1,1.0,59.9,25.4,77.5,9.8,16.1,1016.2,0.109,0.103,31.4,8.26,3.6,2.07,2966.5,46.02,49.0,0.1,16.9
19-04-2010,33.6,37.0,30.3,0.0,0.0,0.0,53.1,24.3,34.8,17.8,37.4,1015.6,0.113,0.087,31.6,20.63,7.39,2.45,2701.9,45.95,44.3,0.1,16.62
20-04-2010,33.6,37.4,29.8,0.0,0.0,0.0,59.2,25.4,45.0,8.7,15.1,1013.8,0.151,0.141,31.6,17.7,6.31,2.12,2726.1,46.17,51.0,0.1,21.03
21-04-2010,34.3,39.4,29.1,0.0,0.0,0.0,52.7,24.8,59.4,13.6,25.4,1015.1,0.155,0.146,32.1,13.94,4.97,2.55,2714.5,46.07,51.0,0.1,20.78
22-04-2010,34.6,39.2,30.0,0.0,0.0,0.0,62.8,27.2,53.3,9.8,16.1,1013.0,0.139,0.111,32.4,17.52,6.03,2.04,3813.9,45.74,32.9,0.1,20.19
23-04-2010,33.8,40.2,27.5,0.0,0.0,0.0,50.9,24.0,50.3,12.0,26.0,1017.8,0.147,0.143,31.8,18.46,6.93,2.59,3592.7,46.14,29.6,0.0,19.79
24-04-2010,32.9,39.1,26.6,0.0,0.0,0.0,53.8,23.6,31.3,12.9,21.1,1018.1,0.11,0.122,30.9,13.72,5.2,2.31,3376.0,45.83,40.4,0.0,16.38
25-04-2010,31.9,37.1,26.7,0.0,0.0,0.0,48.5,21.6,80.1,8.1,12.9,1014.5,0.097,0.076,30.1,17.2,7.75,2.43,3136.3,46.19,50.3,0.0,14.55
26-04-2010,33.0,37.3,28.7,0.0,0.0,0.0,52.7,23.5,66.7,12.8,23.7,1020.6,0.146,0.137,31.0,18.0,6.48,2.38,2817.0,46.04,39.4,0.0,19.87
27-04-2010,33.2,38.5,28.0,0.0,0.0,0.0,72.0,27.6,57.0,17.7,35.1,1017.7,0.192,0.174,31.2,19.85,6.64,1.43,2674.6,46.0,43.7,0.0,26.4
28-04-2010,33.7,38.9,28.6,0.0,0.0,0.0,52.4,24.2,50.8,11.7,18.6,1012.1,0.15,0.14,31.7,23.53,8.82,2.5,2753.2,46.09,38.9,0.0,20.24
29-04-2010,33.3,38.4,28.3,0.0,0.0,0.0,49.6,23.3,65.5,11.0,18.6,1012.7,0.104,0.114,31.3,17.35,6.37,2.59,1590.9,45.93,41.3,0.0,15.36
30-04-2010,34.6,37.9,31.2,0.0,0.0,0.0,63.8,27.3,74.2,15.4,24.2,1012.9,0.153,0.12,32.4,16.39,5.96,1.98,3076.5,45.79,58.8,0.0,21.68
01-05-2010,34.9,41.4,28.4,0.0,0.0,0.0,51.3,25.2,51.3,12.2,20.1,1018.1,0.183,0.174,32.7,14.38,5.08,2.72,8863.1,46.25,37.9,0.0,23.43
02-05-2010,35.1,40.1,30.1,2.5,2.5,1.0,82.9,31.7,57.4,10.7,18.8,1019.8,0.174,0.158,32.8,8.11,3.16,0.97,7146.5,46.72,54.8,2.5,25.94
03-05-2010,35.0,40.2,29.9,0.0,0.0,0.0,72.7,29.6,63.0,13.3,27.6,1013.6,0.123,0.124,32.8,20.59,7.44,1.54,8856.0,46.33,47.6,2.1,19.78
04-05-2010,35.5,39.7,31.3,0.0,0.0,0.0,53.2,26.1,71.6,11.7,19.2,1016.7,0.156,0.149,33.2,16.36,6.17,2.7,7045.1,46.75,57.7,1.8,21.1
05-05-2010,36.1,40.3,32.0,0.0,0.0,0.0,50.6,26.2,45.9,15.8,26.6,1013.8,0.165,0.147,33.7,18.48,6.68,2.96,8267.1,46.43,56.6,1.5,21.71
06-05-2010,35.6,40.5,30.7,0.0,0.0,0.0,50.6,25.7,78.4,13.2,20.2,1012.2,0.167,0.168,33.2,13.92,5.67,2.87,6359.5,46.34,58.9,1.3,21.89
07-05-2010,35.2,39.4,31.1,0.0,0.0,0.0,66.6,28.5,25.2,15.2,25.4,1016.2,0.161,0.154,32.9,21.81,7.68,1.9,8690.5,46.52,52.9,1.1,22.87
08-05-2010,35.6,39.9,31.2,0.0,0.0,0.0,63.0,28.2,32.8,8.8,16.6,1017.0,0.162,0.159,33.2,17.6,7.5,2.15,7120.8,46.45,45.2,0.9,22.59
09-05-2010,35.6,40.3,31.0,0.0,0.0,0.0,64.4,28.5,45.6,10.9,19.0,1012.2,0.168,0.155,33.3,19.53,7.35,2.08,9530.3,46.84,49.0,0.8,23.32
10-05-2010,35.9,40.3,31.4,0.0,0.0,0.0,58.1,27.5,78.3,11.6,25.0,1013.0,0.197,0.164,33.5,17.88,7.65,2.47,6594.9,46.26,58.1,0.7,25.58
11-05-2010,35.4,40.5,30.2,0.0,0.0,0.0,75.7,30.5,64.1,9.5,16.7,1017.1,0.126,0.111,33.1,17.18,6.32,1.39,9963.1,46.88,53.9,0.6,20.23
